Gene.name	geneSymbol	Chromosome.scaffold.name	Gene.start..bp.	Gene.end..bp.	Strand	Gene.type	Gene.description	logCPM	adjP_gonad	adjP_brain	FB_MB	FB_O	FB_T	MB_O	MB_T	O_T
SBK1	ENSCJPG00005016908	14	11366267	11368214	-1	protein_coding	SH3 domain binding kinase 1 [Source:NCBI gene;Acc:107320988]	5.345271552	2.41e-05	1	1	0.611738815	0.021153321	0.152765763	0.001089044	0.100945219
SCD5	ENSCJPG00005010044	4	41273061	41290105	1	protein_coding	stearoyl-CoA desaturase 5 [Source:NCBI gene;Acc:107313400]	11.62029628	1.28e-13	1	1	0.675531893	0.040183924	0.475830825	0.080482795	0.009404645
SCN3A	ENSCJPG00005015907	7	26622357	26674379	-1	protein_coding	sodium channel protein type 2 subunit alpha-like [Source:NCBI gene;Acc:107317008]	4.2982698	0.666378751	1	1	3.43e-39	2.46e-35	4.04e-36	2.88e-32	0.383791079
SCRN1	ENSCJPG00005012561	2	31025238	31046851	-1	protein_coding	secernin 1 [Source:NCBI gene;Acc:107309201]	8.814951596	0.657103095	1	1	2.62e-18	6.49e-21	1.01e-15	3.79e-18	0.521532089
SCRN2	ENSCJPG00005019389	27	3460818	3463850	1	protein_coding	secernin 2 [Source:NCBI gene;Acc:107325220]	6.923769039	0.189161873	1	1	0.278612082	0.052734623	0.029884392	0.369514975	0.001341068
SCRT2	ENSCJPG00005005831	20	9117920	9121207	-1	protein_coding	scratch family transcriptional repressor 2 [Source:NCBI gene;Acc:107323160]	3.888512	2.41e-09	1	1	1.65e-10	5.7e-06	3.29e-10	1.26e-05	0.024089051
SDC4	ENSCJPG00005020928	20	4494764	4509260	1	protein_coding	syndecan 4 [Source:NCBI gene;Acc:107322940]	9.820853044	1.9e-27	1	0.80444662	4.22e-16	0.585790163	2.53e-21	0.041636811	2.08e-14
SEC13	ENSCJPG00005020751	12	16780623	16785996	-1	protein_coding	SEC13 homolog, nuclear pore and COPII coat complex component [Source:NCBI gene;Acc:107319862]	10.25763994	0.000165898	1	1	8.31e-07	0.25103528	3.67e-06	0.395661623	0.000193284
SEC62	ENSCJPG00005017909	9	17575707	17582640	-1	protein_coding	SEC62 homolog, preprotein translocation factor [Source:NCBI gene;Acc:107318342]	10.70697483	3.11e-08	1	1	0.042849105	0.000140497	0.041729901	0.000135979	3.11e-09
SESN1	ENSCJPG00005009414	3	61003131	61061816	1	protein_coding	sestrin 1 [Source:NCBI gene;Acc:107311826]	10.62773433	0.22151113	1	0.96762956	0.77363797	0.480462096	0.466758376	0.055614375	0.277186223
SESN3	ENSCJPG00005003931	1	165845187	165873917	1	protein_coding	sestrin 3 [Source:NCBI gene;Acc:107308423]	8.025777617	0.003596191	1	1	0.909654738	0.010070767	0.724498861	0.004214045	0.015881505
SETD6	ENSCJPG00005011245	11	1202481	1206450	-1	protein_coding	SET domain containing 6, protein lysine methyltransferase [Source:NCBI gene;Acc:107319063]	9.334249255	8.84e-12	1	1	0.688325444	0.006445672	0.583084628	0.004007222	0.026083649
SETD9	ENSCJPG00005001402	Z	18934795	18938313	1	protein_coding	SET domain containing 9 [Source:NCBI gene;Acc:107306012]	6.273835539	3.67e-05	1	0.600400626	0.972224932	0.00200829	0.079782759	0.175402399	0.001121604
SF3A1	ENSCJPG00005014846	15	9657595	9670320	1	protein_coding	splicing factor 3a subunit 1 [Source:NCBI gene;Acc:107321467]	12.12527449	2.87e-18	1	1	3.75e-05	0.100169446	1.36e-05	0.153081087	4.23e-09
SF3B5	ENSCJPG00005005441	3	41252426	41252686	-1	protein_coding	splicing factor 3b subunit 5 [Source:NCBI gene;Acc:107311532]	9.159674272	1.49e-07	1	1	0.137400574	0.007895766	0.077982723	0.003448387	0.304460304
SFRP2	ENSCJPG00005000412	4	17891118	17894221	-1	protein_coding	secreted frizzled related protein 2 [Source:NCBI gene;Acc:107313067]	8.565247542	4.97e-08	1	1	1	0.000571851	1	0.000215828	0.000534698
SFRP5	ENSCJPG00005019544	6	19452067	19453704	1	protein_coding	secreted frizzled related protein 5 [Source:NCBI gene;Acc:107316102]	4.639727022	0.012139995	1	1	1	0.439598181	1	0.46176258	0.512920675
SGCA	ENSCJPG00005019320	27	2572093	2575194	-1	protein_coding	sarcoglycan alpha [Source:NCBI gene;Acc:107325064]	3.841844825	0.013594709	1	1	0.337742084	0.064231837	0.081670639	0.211556189	0.002591616
SGCD	ENSCJPG00005007246	13	6200702	6495832	1	protein_coding	sarcoglycan delta [Source:NCBI gene;Acc:107320171]	7.067832473	0.001135603	1	1	0.006260526	0.085553821	0.001575443	0.181226092	3.56e-06
SGK1	ENSCJPG00005008885	3	50808608	50878063	1	protein_coding	serum/glucocorticoid regulated kinase 1 [Source:NCBI gene;Acc:107311699]	9.30579156	1.4e-38	1	1	0.266666299	9.38e-38	0.371843688	7.71e-37	1.39e-32
SGK2	ENSCJPG00005020840	20	3119447	3132629	-1	protein_coding	serum/glucocorticoid regulated kinase 2 [Source:NCBI gene;Acc:107322884]	10.2779046	4.69e-31	1	0.691545069	3.58e-27	1.65e-10	2.13e-22	1.53e-15	9.04e-55
SGTB	ENSCJPG00005010731	Z	14313564	14329621	1	protein_coding	small glutamine rich tetratricopeptide repeat containing beta [Source:NCBI gene;Acc:107305894]	7.761476622	0.18735867	1	1	1.88e-15	4.49e-24	4.97e-17	6.47e-26	0.014372709
SH2D5	ENSCJPG00005011307	21	5887307	5891960	1	protein_coding	SH2 domain containing 5 [Source:NCBI gene;Acc:107323544]	3.265020155	0.852142836	1	1	1.89e-46	4.4e-40	7.37e-52	3.48e-45	0.133637655
SHF	ENSCJPG00005000161	10	295478	307538	-1	protein_coding	Src homology 2 domain containing F [Source:NCBI gene;Acc:107318613]	7.739838931	0.030472599	1	0.688728939	3.71e-08	1.58e-16	9.42e-05	9.46e-12	0.003794361
SHH	ENSCJPG00005003165	2	7177130	7186107	-1	protein_coding	sonic hedgehog signaling molecule [Source:NCBI gene;Acc:107308849]	3.41717905	0.041024146	1	1	7.47e-15	1.14e-15	6.15e-17	1.3e-17	0.594170229
SHOC2	ENSCJPG00005020034	6	23129781	23161089	1	protein_coding	SHOC2 leucine rich repeat scaffold protein [Source:NCBI gene;Acc:107316144]	9.423893062	0.000978711	1	1	0.93263293	0.800744185	0.853477079	0.526662535	0.697017192
SHOX	ENSCJPG00005018262	1	116888441	116896213	-1	protein_coding	short stature homeobox [Source:NCBI gene;Acc:107306159]	1.512371969	0.311461932	1	0.846357772	6.42e-10	8.36e-14	4.89e-14	1.68e-18	0.040164183
SHOX2	ENSCJPG00005018108	9	20077786	20082362	1	protein_coding	short stature homeobox 2 [Source:NCBI gene;Acc:107318354]	4.180076955	0.004103716	1	1	0.284968782	1.33e-10	0.454672283	8.95e-10	1.21e-07
SIAH3	ENSCJPG00005019755	1	150282057	150314725	-1	protein_coding	siah E3 ubiquitin protein ligase family member 3 [Source:NCBI gene;Acc:107308133]	1.737209012	0.79165168	1	0.844489169	2.31e-25	1.57e-28	1.97e-31	2e-34	0.260417053
SIL1	ENSCJPG00005011384	13	14140477	14219946	-1	protein_coding	SIL1 nucleotide exchange factor [Source:NCBI gene;Acc:107320309]	10.19023762	4.83e-33	1	1	0.216779538	4.51e-14	0.390133505	6.19e-13	3.74e-10
SIX3	ENSCJPG00005010147	3	23024827	23027738	1	protein_coding	SIX homeobox 3 [Source:NCBI gene;Acc:107311212]	1.671418294	0.62031816	1	0.073479474	3.32e-11	7.3e-11	3.7e-21	3.39e-20	0.974936926
SIX6	ENSCJPG00005005472	5	49481129	49482833	-1	protein_coding	SIX homeobox 6 [Source:NCBI gene;Acc:107315386]	4.663336469	0.014729843	1	1	0.014466245	0.010198141	0.000258517	0.102195378	2.15e-07
SKAP1	ENSCJPG00005019375	27	3283904	3402909	1	protein_coding	src kinase associated phosphoprotein 1 [Source:NCBI gene;Acc:107325090]	6.40423627	2.46e-13	1	1	2.04e-13	0.110809136	3.08e-12	0.368444256	4.46e-09
SKOR1	ENSCJPG00005020991	10	17288048	17295618	1	protein_coding	SKI family transcriptional corepressor 1 [Source:NCBI gene;Acc:107318882]	8.342650116	6.76e-73	1	0.000546396	1.33e-26	5.45e-07	2.64e-11	6.73e-21	1.71e-47
SKOR2	ENSCJPG00005004937	Z	1497478	1522087	1	protein_coding	SKI family transcriptional corepressor 2 [Source:NCBI gene;Acc:107305722]	4.197791048	6.33e-12	1	0.226860608	4.32e-06	0.004157838	0.010578556	0.548752899	0.050131125
SKP1	ENSCJPG00005005131	13	2253317	2257784	-1	protein_coding	S-phase kinase associated protein 1 [Source:NCBI gene;Acc:107320209]	12.96655571	8.13e-65	1	1	1	0.53618101	1	0.471323567	0.460236868
SMAD6	ENSCJPG00005020969	10	16932018	16957803	1	protein_coding	SMAD family member 6 [Source:NCBI gene;Acc:107318956]	8.724839695	0.017721964	1	1	0.170944767	1.54e-05	0.072070792	2.13e-06	0.001644412
SMC2	ENSCJPG00005002290	Z	59001629	59021991	-1	protein_coding	structural maintenance of chromosomes 2 [Source:NCBI gene;Acc:107306565]	11.70906747	9.69e-36	1	0.257704529	8.2e-58	1.04e-85	1.97e-49	3.29e-77	4.66e-10
SMOX	ENSCJPG00005006863	4	80107198	80145465	-1	protein_coding	spermine oxidase [Source:NCBI gene;Acc:107314119]	9.671259344	2.88e-11	1	1	1.06e-11	0.000234997	1.15e-09	0.003868427	0.001211194
SMYD2	ENSCJPG00005007445	3	18616517	18643669	-1	protein_coding	SET and MYND domain containing 2 [Source:NCBI gene;Acc:107311083]	8.367271061	0.423494704	1	1	0.515751354	0.10500086	0.798228805	0.230989929	0.376666492
SMYD4	ENSCJPG00005011277	19	4209262	4214970	-1	protein_coding	SET and MYND domain containing 4 [Source:NCBI gene;Acc:107322527]	9.420899145	0.372553475	1	1	3.07e-17	5.99e-07	5.67e-19	4.78e-08	0.00022423
SNF8	ENSCJPG00005019359	27	3051937	3057201	1	protein_coding	SNF8 subunit of ESCRT-II [Source:NCBI gene;Acc:107325097]	8.499702056	1.34e-07	1	1	2.75e-07	0.539091407	1.75e-06	0.320984391	4.99e-09
SNX1	ENSCJPG00005001045	10	715858	726484	-1	protein_coding	sorting nexin 1 [Source:NCBI gene;Acc:107318480]	13.39228444	1.65e-05	1	1	3.93e-30	7.33e-17	2.66e-30	5.1e-17	0.000252383
SNX18	ENSCJPG00005000997	Z	18029218	18046344	1	protein_coding	sorting nexin 18 [Source:NCBI gene;Acc:107305986]	7.858258983	0.861283387	1	0.958496978	9.05e-05	9.24e-31	0.003688489	4.71e-29	1.17e-17
SNX25	ENSCJPG00005009597	4	34766593	34805896	-1	protein_coding	sorting nexin 25 [Source:NCBI gene;Acc:107313270]	11.283122	3.82e-06	1	1	0.71658512	0.36720879	0.795718472	0.308787474	0.169020671
SNX29	ENSCJPG00005013484	14	110763	189756	1	protein_coding	sorting nexin 29 [Source:NCBI gene;Acc:107320514]	8.424090036	2.62e-14	1	1	6.38e-07	0.000691258	8.15e-08	0.002417707	1.64e-16
SNX30	ENSCJPG00005001355	Z	58508520	58551889	-1	protein_coding	sorting nexin family member 30 [Source:NCBI gene;Acc:107306573]	11.59416332	1.99e-06	1	1	5.94e-34	4.94e-18	6.19e-32	2.83e-16	1.67e-05
SNX33	ENSCJPG00005007999	10	2001078	2003978	1	protein_coding	sorting nexin 33 [Source:NCBI gene;Acc:107318634]	9.606079225	4.26e-14	1	0.958496978	0.001401706	5.68e-11	6.12e-06	5.6e-15	0.000811793
SNX6	ENSCJPG00005017581	5	32520462	32542197	-1	protein_coding	sorting nexin 6 [Source:NCBI gene;Acc:107315044]	10.24945694	4.26e-08	1	1	0.365318811	0.000373069	0.304430548	0.000549392	4.17e-06
SOCS1	ENSCJPG00005015928	14	8560516	8561139	1	protein_coding	suppressor of cytokine signaling 1 [Source:NCBI gene;Acc:107320828]	6.565108956	7.25e-05	1	1	2.17e-19	0.75994167	2.96e-19	0.971176054	2.06e-18
SOCS2	ENSCJPG00005004953	1	40892803	40893759	1	protein_coding	suppressor of cytokine signaling 2 [Source:NCBI gene;Acc:107311591]	5.989856541	0.004169109	1	0.264822032	0.030201626	0.922020904	1	0.031920581	0.035044456
SOCS3	ENSCJPG00005021175	18	4546005	4546634	-1	protein_coding	suppressor of cytokine signaling 3 [Source:NCBI gene;Acc:107322171]	6.478596317	4.25e-12	1	1	3.56e-29	0.644215712	9.13e-33	0.993147463	2.38e-31
SOCS6	ENSCJPG00005007455	2	84320979	84322583	-1	protein_coding	suppressor of cytokine signaling 6 [Source:NCBI gene;Acc:107309969]	7.167100165	0.000728568	1	1	0.000987684	0.773760892	0.016157444	0.248383616	0.00021743
SOGA1	ENSCJPG00005020720	20	2409666	2429429	-1	protein_coding	suppressor of glucose, autophagy associated 1 [Source:NCBI gene;Acc:107322854]	8.48661762	9.21e-10	1	1	3.55e-07	6.9e-27	2.8e-06	2.03e-25	5.68e-10
SOX1	ENSCJPG00005015959	1	126006732	126007853	1	protein_coding	SRY-box transcription factor 1 [Source:NCBI gene;Acc:107307958]	2.714979698	0.098601575	1	1	0.00071115	0.000677331	3.82e-05	4.45e-05	1
SOX11	ENSCJPG00005008603	3	86281379	86282569	1	protein_coding	SRY-box transcription factor 11 [Source:NCBI gene;Acc:107312182]	5.779776838	0.012680793	1	1	0.39522622	0.030849688	0.05725259	0.002121935	0.161206116
SOX14	ENSCJPG00005019210	9	3148464	3149186	-1	protein_coding	SRY-box transcription factor 14 [Source:NCBI gene;Acc:107317877]	2.897782119	0.002032259	1	5.73e-05	1.58e-07	4.79e-17	6.07e-22	4.94e-36	6.93e-05
SOX21	ENSCJPG00005019421	1	131781148	131781990	1	protein_coding	SRY-box transcription factor 21 [Source:NCBI gene;Acc:107308004]	3.958137105	0.088036982	1	1	4.15e-09	8.54e-05	2.18e-10	1.29e-05	0.049499007
SOX3	ENSCJPG00005016837	4	10112931	10113881	1	protein_coding	transcription factor SOX-3-like [Source:NCBI gene;Acc:107312850]	7.489295294	6.32e-46	1	1	4.72e-15	1.21e-14	1.73e-16	8.04e-14	6.75e-45
SOX5	ENSCJPG00005003158	1	60332424	60781618	1	protein_coding	SRY-box transcription factor 5 [Source:NCBI gene;Acc:107316728]	7.909138045	6.04e-11	1	1	0.000184111	1.3e-10	2.16e-05	2.22e-12	0.005274743
SP2	ENSCJPG00005019387	27	3441928	3447153	-1	protein_coding	Sp2 transcription factor [Source:HGNC Symbol;Acc:HGNC:11207]	8.621125965	2.67e-07	1	1	0.316355569	0.012384614	0.094544025	0.001496969	0.173840461
SP5	ENSCJPG00005018086	7	16574077	16575457	1	protein_coding	Sp5 transcription factor [Source:NCBI gene;Acc:107316726]	4.442213303	2.65e-05	1	1	0.924635282	0.550102189	0.489928852	0.225157273	0.648895105
SP8	ENSCJPG00005012005	2	27755790	27759696	-1	protein_coding	Sp8 transcription factor [Source:NCBI gene;Acc:107309136]	2.849752338	2.83e-05	0.742783769	1	0.32224071	0.130133797	0.09278956	0.368444256	0.012885978
SP9	ENSCJPG00005017751	7	15095696	15097548	-1	protein_coding	Sp9 transcription factor [Source:NCBI gene;Acc:107316644]	6.421096538	1.17e-13	1	1	0.013591762	0.744037199	0.000936069	0.241099051	0.029037468
SPAG6	ENSCJPG00005004048	2	16023814	16056037	-1	protein_coding	sperm associated antigen 6 [Source:NCBI gene;Acc:107308971]	11.64285253	8.77e-68	1	1	5.87e-06	8.07e-33	6.89e-05	1.11e-36	2.3e-53
SPC25	ENSCJPG00005019258	7	16919551	16922383	1	protein_coding	SPC25 component of NDC80 kinetochore complex [Source:NCBI gene;Acc:107316745]	11.80012929	3.4e-47	1	1	5.83e-20	3.18e-53	3.13e-22	3.77e-56	4.16e-16
SPCS2	ENSCJPG00005006459	1	175271168	175271827	-1	protein_coding	signal peptidase complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:28962]	10.33026141	4.86e-40	1	1	0.399746469	1.25e-11	0.28380867	4.82e-11	1.78e-14
SPDEF	ENSCJPG00005017897	26	4213066	4219447	1	protein_coding	SAM pointed domain containing ETS transcription factor [Source:NCBI gene;Acc:107324876]	3.071211713	0.104535098	1	1	0.04463165	0.471677699	0.04472311	0.317660302	0.002703118
SPEF2	ENSCJPG00005006619	Z	9897953	9966673	1	protein_coding	sperm flagellar protein 2-like [Source:NCBI gene;Acc:107305838]	11.17342929	5.14e-123	1	0.680449143	1.86e-12	2.32e-33	7.27e-18	4.05e-27	7.61e-64
SPG21	ENSCJPG00005020726	10	16061227	16067434	-1	protein_coding	SPG21 abhydrolase domain containing, maspardin [Source:NCBI gene;Acc:107318932]	10.12473223	0.01790319	1	1	0.845242976	0.450689222	0.293072754	1	0.292843054
SPIC	ENSCJPG00005020299	1	56537997	56546270	1	protein_coding	Spi-C transcription factor [Source:NCBI gene;Acc:107316147]	4.065738323	0.038831013	0.515959224	0.394385444	0.000152981	7.36e-09	0.028089825	3.82e-06	0.024152094
SPOP	ENSCJPG00005019331	27	2759092	2769873	1	protein_coding	speckle type BTB/POZ protein [Source:NCBI gene;Acc:107325145]	10.51686896	8.23e-10	1	1	0.436704317	0.00216512	0.247237112	0.000532329	0.03032625
SPSB1	ENSCJPG00005011416	21	2839509	2843179	1	protein_coding	splA/ryanodine receptor domain and SOCS box containing 1 [Source:NCBI gene;Acc:107323550]	11.96192427	1.06e-70	1	1	1.9e-09	1.01e-40	8.89e-10	2.49e-41	1.97e-17
SRGN	ENSCJPG00005003429	6	8821613	8828270	1	protein_coding	serglycin [Source:HGNC Symbol;Acc:HGNC:9361]	3.537035147	0.004069681	1	0.65446294	0.000872549	3.52e-06	2.1e-07	0.001826016	4.07e-15
SRMS	ENSCJPG00005003222	20	8106147	8113288	-1	protein_coding	src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites [Source:NCBI gene;Acc:107323017]	3.613937526	0.110067052	1	1	0.000337188	0.736707248	0.001313257	0.364730749	4.93e-05
SRSF6	ENSCJPG00005019572	20	37680	40922	-1	protein_coding	serine and arginine rich splicing factor 6 [Source:NCBI gene;Acc:107322819]	11.93928597	0.687887542	1	1	0.972123618	0.108382249	0.589055515	0.286260093	0.085240747
SRXN1	ENSCJPG00005005830	20	9115177	9115918	-1	protein_coding	sulfiredoxin 1 [Source:NCBI gene;Acc:107323173]	5.83859664	0.000784969	1	1	0.664791782	8.12e-12	0.239758687	8.47e-10	2.4e-13
SSBP2	ENSCJPG00005000692	Z	56616504	56770229	1	protein_coding	single stranded DNA binding protein 2 [Source:NCBI gene;Acc:107306528]	8.196427265	1.88e-09	1	0.328647638	0.009240372	0.811985161	1.16e-06	0.063732936	0.002995889
SSBP3	ENSCJPG00005012281	8	22486103	22533221	-1	protein_coding	single stranded DNA binding protein 3 [Source:NCBI gene;Acc:107317766]	9.123501028	1.39e-08	1	1	0.996440043	0.298992862	0.961837891	0.271580077	0.311642089
ST14	ENSCJPG00005006562	24	1284381	1298635	1	protein_coding	suppression of tumorigenicity 14 [Source:NCBI gene;Acc:107324168]	9.12480622	1.35e-22	1	1	0.507792804	1	0.79298469	0.349738844	0.486047943
STAB2	ENSCJPG00005000083	1	57335143	57408226	1	protein_coding	stabilin 2 [Source:NCBI gene;Acc:107316311]	7.097230362	0.002267495	1	1	0.020418831	0.136782663	0.093325032	0.516155978	0.339011428
STAR	ENSCJPG00005015198	22	3641816	3643653	-1	protein_coding	steroidogenic acute regulatory protein [Source:NCBI gene;Acc:107323737]	10.48705236	3.57e-08	1	1	3.59e-09	0.000316845	8.63e-10	0.000479187	0.009044929
STAT4	ENSCJPG00005008601	7	1990590	2023262	1	protein_coding	signal transducer and activator of transcription 4 [Source:NCBI gene;Acc:107316323]	5.43301358	0.426441155	1	0.400431594	0.015700539	0.001842575	1.35e-05	5.59e-07	0.561315197
STBD1	ENSCJPG00005000827	4	44506687	44507859	-1	protein_coding	starch binding domain 1 [Source:NCBI gene;Acc:107313492]	9.315056445	2.12e-38	1	1	4.08e-32	1.44e-12	7.82e-29	2.52e-15	2.41e-62
STC2	ENSCJPG00005008836	13	11108834	11120100	-1	protein_coding	stanniocalcin 2 [Source:NCBI gene;Acc:107320463]	7.866802123	0.041332571	1	1	0.009837547	0.299444418	0.013983023	0.377829236	0.131910125
STK38	ENSCJPG00005009289	26	1919777	1929127	-1	protein_coding	serine/threonine kinase 38 [Source:NCBI gene;Acc:107324684]	9.345667478	4.89e-06	1	1	6.69e-10	0.366114837	8.07e-10	0.48046615	1.21e-07
STMN4	ENSCJPG00005012990	3	96172383	96179021	1	protein_coding	stathmin 4 [Source:NCBI gene;Acc:107312437]	3.405640719	0.214443614	1	1	6.32e-70	3.81e-86	2.86e-71	3.6e-87	0.000207671
STRAP	ENSCJPG00005002917	1	57767296	57776089	1	protein_coding	serine/threonine kinase receptor associated protein [Source:NCBI gene;Acc:107316382]	10.70853652	5.73e-07	1	1	0.001245918	0.396081368	0.000225735	0.673565085	2.43e-05
STX3	ENSCJPG00005013141	5	206421	209305	1	protein_coding	syntaxin-3-like [Source:NCBI gene;Acc:107314178]	5.54656561	0.126269945	1	0.52589416	0.291697349	0.101062405	0.001642641	0.000223128	0.598211614
STX8	ENSCJPG00005020561	18	1767746	1833960	-1	protein_coding	syntaxin 8 [Source:NCBI gene;Acc:107322179]	10.00138785	2e-05	1	1	7.08e-08	0.465496006	1.13e-08	0.303614088	3.57e-06
SUGT1	ENSCJPG00005019682	1	148364149	148388094	-1	protein_coding	SGT1 homolog, MIS12 kinetochore complex assembly cochaperone [Source:NCBI gene;Acc:107308106]	10.53702627	0.17638475	1	1	0.008827062	0.844695707	0.011241179	0.919452844	0.014633928
SUMO2	ENSCJPG00005021556	18	9345388	9351218	-1	protein_coding	small ubiquitin like modifier 2 [Source:NCBI gene;Acc:107322333]	10.80880222	0.000739497	1	1	0.106546077	0.105491329	0.049052082	0.049791565	0.989233349
SUMO3	ENSCJPG00005005478	9	3985508	3986916	1	protein_coding	small ubiquitin-related modifier 3 [Source:NCBI gene;Acc:107317986]	8.304441595	8.37e-07	1	1	0.331469355	0.005904136	0.497205429	0.015404602	0.102249877
SURF1	ENSCJPG00005006886	17	5413643	5418908	-1	protein_coding	surfeit 1 [Source:NCBI gene;Acc:107321776]	8.427746313	0.013427026	1	1	4.2e-05	0.208824471	1.93e-06	0.511667146	5.21e-08
SUSD2	ENSCJPG00005008527	15	6898617	6912136	-1	protein_coding	sushi domain containing 2 [Source:NCBI gene;Acc:107321492]	7.085873382	3.77e-09	1	1	5.77e-06	0.261298095	7.68e-05	0.890620798	0.000393276
SV2C	ENSCJPG00005001780	Z	21602061	21660198	-1	protein_coding	synaptic vesicle glycoprotein 2C [Source:NCBI gene;Acc:107306071]	4.372996778	0.223057961	1	1	6.76e-53	7.97e-48	8.46e-53	2.76e-47	0.218259074
SWT1	ENSCJPG00005021500	8	9443837	9482950	-1	protein_coding	SWT1 RNA endoribonuclease homolog [Source:NCBI gene;Acc:107317319]	9.711036182	7.13e-17	1	1	0.083455166	0.00286383	0.067348018	0.002194732	0.272752383
SYPL1	ENSCJPG00005006609	1	12762089	12765470	-1	protein_coding	synaptophysin like 1 [Source:NCBI gene;Acc:107306245]	10.78793608	0.237882581	1	1	0.511509849	0.039315047	0.870753974	0.00857972	0.004169953
SYPL2	ENSCJPG00005009128	26	1594779	1598789	1	protein_coding	synaptophysin like 2 [Source:NCBI gene;Acc:107324767]	6.007008879	2.56e-09	1	1	2.21e-09	0.015064932	2.15e-10	0.017087743	3.96e-17
SYT1	ENSCJPG00005016211	1	35572923	35825267	1	protein_coding	synaptotagmin 1 [Source:NCBI gene;Acc:107310986]	6.08928549	0.198582379	1	1	0.021035663	1.9e-10	0.074065063	6.25e-11	1.3e-06
SYT17	ENSCJPG00005015325	14	8132212	8156521	-1	protein_coding	synaptotagmin 17 [Source:NCBI gene;Acc:107320870]	6.362917108	5.97e-05	1	1	0.030805384	8.24e-24	0.080865617	1.56e-22	3.99e-16
SYT2	ENSCJPG00005007448	26	1054132	1060702	1	protein_coding	synaptotagmin 2 [Source:NCBI gene;Acc:107324663]	8.673180749	4.46e-24	1	0.804214301	0.034246514	6e-08	0.374664494	1.49e-06	0.000204017
SZRD1	ENSCJPG00005017786	21	3786804	3795672	1	protein_coding	SUZ RNA binding domain containing 1 [Source:NCBI gene;Acc:107323324]	8.300494434	0.013955801	1	1	5.97e-07	0.533601168	6.77e-08	0.318500605	1.43e-05
TAB2	ENSCJPG00005006196	3	43269443	43287360	1	protein_coding	TGF-beta activated kinase 1 (MAP3K7) binding protein 2 [Source:NCBI gene;Acc:107311553]	10.0556854	0.545136774	1	1	0.002011813	0.429793213	0.000834692	0.308787474	0.023961982
TADA3	ENSCJPG00005016577	12	9002735	9006033	-1	protein_coding	transcriptional adaptor 3 [Source:NCBI gene;Acc:107319802]	9.405762696	0.001899496	1	1	0.018804895	0.01102932	0.035141339	0.022246209	0.914224041
TAF9	ENSCJPG00005003547	4	1249752	1256970	-1	protein_coding	TATA-box binding protein associated factor 9b [Source:NCBI gene;Acc:107312546]	9.161926765	0.357217891	1	1	0.115039942	0.348174814	0.249535355	0.599797205	0.53796792
TBCA	ENSCJPG00005007972	Z	12127793	12157149	-1	protein_coding	tubulin folding cofactor A [Source:NCBI gene;Acc:107305916]	10.55343737	1.09e-15	0.014665263	0.112289763	0.399475645	0.000472954	0.094414652	0.478152673	0.011702175
TBRG4	ENSCJPG00005010641	2	3564484	3571925	1	protein_coding	transforming growth factor beta regulator 4 [Source:NCBI gene;Acc:107308800]	10.83748942	1.42e-13	1	1	0.038133809	2e-07	0.01664825	3.76e-08	0.002667462
TBX22	ENSCJPG00005003586	4	1465401	1469537	1	protein_coding	T-box transcription factor 22 [Source:NCBI gene;Acc:107312480]	5.304996709	0.016224715	1	0.958496978	0.000601108	0.018844976	0.021187579	8.01e-05	6.9e-10
TBX5	ENSCJPG00005015681	15	11057622	11096016	1	protein_coding	T-box transcription factor 5 [Source:NCBI gene;Acc:107321505]	4.72901762	2.55e-06	1	1	0.260912858	0.429054532	0.216393051	0.412407801	0.669872478
TCF25	ENSCJPG00005015066	11	16777108	16793904	1	protein_coding	transcription factor 25 [Source:NCBI gene;Acc:107319514]	10.64673103	0.895468202	1	1	0.695671997	0.326490007	0.772507057	0.271580077	0.137414146
TDRD7	ENSCJPG00005003726	Z	62610092	62635732	-1	protein_coding	tudor domain containing 7 [Source:NCBI gene;Acc:107306648]	13.20441617	3.94e-93	1	0.849051641	0.560667701	2.09e-06	0.517080229	0.000182251	2.15e-05
TEAD1	ENSCJPG00005018615	5	12066796	12202204	-1	protein_coding	TEA domain transcription factor 1 [Source:NCBI gene;Acc:107314586]	8.550267879	0.652432407	1	1	1.53e-05	0.080217546	2.14e-06	0.031134726	0.011754626
TECRL	ENSCJPG00005010619	4	43775452	43826109	-1	protein_coding	trans-2,3-enoyl-CoA reductase like [Source:NCBI gene;Acc:107313405]	5.227500165	8.74e-18	1	1	3.35e-05	7.83e-11	1.68e-07	2.83e-14	0.017932273
TECTA	ENSCJPG00005008677	24	2987535	3004825	-1	protein_coding	tectorin alpha [Source:NCBI gene;Acc:107324217]	5.390655158	0.372553475	1	0.984611974	0.970011725	0.344114524	0.362267376	0.058504507	0.310030238
TECTB	ENSCJPG00005020045	6	23566071	23598484	1	protein_coding	tectorin beta [Source:NCBI gene;Acc:107316149]	3.446668268	0.349752779	1	1	0.373828778	0.312250551	0.371390419	0.284687029	0.068015699
TEKT1	ENSCJPG00005019568	19	8694466	8698809	-1	protein_coding	tektin 1 [Source:NCBI gene;Acc:107322756]	13.11528028	9.65e-183	1	1	1.06e-05	2.18e-71	1.67e-06	3.28e-73	7.6e-52
