geneSymbol	Chromosome.scaffold.name	Gene.start..bp.	Gene.end..bp.	Strand	Gene.type	Gene.name	Gene.description	logFC	logCPM	LR	PValue	FDR
ENSCJPG00005016799	12	9218605	9227441	1	protein_coding	SLC25A20	solute carrier family 25 member 20 [Source:NCBI gene;Acc:107319914]	-0.866996314493808	4.29599462574473	12.1666899388949	0.000486505659614418	0.000913249174927015
ENSCJPG00005016800	12	9248130	9294881	1	protein_coding	PRKAR2A	protein kinase cAMP-dependent type II regulatory subunit alpha [Source:NCBI gene;Acc:107319781]	0.237992093008655	5.8385500107682	2.02328731795624	0.154903477149387	0.194035605963368
ENSCJPG00005016801	12	9299731	9301347	1	protein_coding	RPP14	ribonuclease P/MRP subunit p14 [Source:HGNC Symbol;Acc:HGNC:30327]	-0.89753579767374	3.34987835405982	10.1119724115917	0.00147309225076286	0.0025876028352216
ENSCJPG00005016802	12	9301514	9302218	1	protein_coding	HTD2	hydroxyacyl-thioester dehydratase type 2 [Source:HGNC Symbol;Acc:HGNC:53111]	-1.08855218215744	4.89770276758643	22.9318369935751	1.67848680050735e-06	4.12044825091984e-06
ENSCJPG00005016803	12	9302982	9332900	1	protein_coding	PXK	PX domain containing serine/threonine kinase like [Source:NCBI gene;Acc:107319787]	0.365567165177609	5.42241784827064	3.27989831310507	0.0701332741859852	0.0945935636673948
ENSCJPG00005016804	12	9335074	9338499	-1	protein_coding	PDHB	pyruvate dehydrogenase E1 beta subunit [Source:NCBI gene;Acc:107319788]	1.32572334808281	7.24415243044571	84.045001490212	4.8363965620565e-20	2.99918991964433e-19
ENSCJPG00005016805	12	9343792	9345766	1	protein_coding	KCTD6	potassium channel tetramerization domain containing 6 [Source:NCBI gene;Acc:107319789]	-0.020316798856363	2.59931132581341	0.00341847047745736	0.953376100115805	0.961528888758524
ENSCJPG00005016806	12	9347969	9364271	-1	protein_coding	ACOX2	acyl-CoA oxidase 2 [Source:NCBI gene;Acc:107319785]	-1.72881977224924	3.86977940654733	30.4639554940044	3.40127691557933e-08	9.83250337219504e-08
ENSCJPG00005016807	12	9364954	9367066	-1	protein_coding	FAM107A	family with sequence similarity 107 member A [Source:NCBI gene;Acc:107319792]	0.381494600729931	2.06734730140234	0.122638471891738	0.726190286885312	0.764444314701743
ENSCJPG00005016808	12	9380274	9383861	-1	protein_coding	FAM3D	family with sequence similarity 3 member D [Source:HGNC Symbol;Acc:HGNC:18665]	2.64148838881733	-1.60210743770198	7.1362442336481	0.00755412085902266	0.0119641143016849
ENSCJPG00005016809	12	9393816	9444783	-1	protein_coding	C3orf67	chromosome 12 open reading frame, human C3orf67 [Source:NCBI gene;Acc:107319784]	5.261516935507	7.3371180683938	500.37012550098	7.89657048165075e-111	4.42576300114443e-109
ENSCJPG00005016819	12	9732429	9784521	-1	protein_coding			0.287789200002455	1.74746422902102	0.555080729918237	0.456249109751897	0.50716623602813
ENSCJPG00005016820	12	9856191	9903915	1	lncRNA			1.68784494379294	-1.99795877358469	3.06382326699967	0.080053103531083	0.105914718670443
ENSCJPG00005016821	12	10003023	10159344	-1	lncRNA			-1.19846596963888	2.38821129835504	11.7702258823054	0.000601856743282538	0.00111648113797776
ENSCJPG00005016822	12	10165082	10209955	1	lncRNA			5.2868985152277	-0.7039463337387	34.5804367230563	4.08996129749016e-09	1.283470714707e-08
ENSCJPG00005016823	12	10211071	10575922	1	protein_coding	PTPRG	protein tyrosine phosphatase receptor type G [Source:NCBI gene;Acc:107319888]	1.12733125007439	6.40927512585092	31.3723926183855	2.12987976019619e-08	6.28373365715341e-08
ENSCJPG00005016824	12	10597941	10607598	1	protein_coding	C3orf14	chromosome 12 open reading frame, human C3orf14 [Source:NCBI gene;Acc:107319870]	2.50219030646864	6.92589499981369	178.429832991841	1.06723388577627e-40	1.49755505256665e-39
ENSCJPG00005016825	12	10617019	10618969	-1	protein_coding	FEZF2	FEZ family zinc finger 2 [Source:NCBI gene;Acc:107319869]	-2.99512769389175	1.29543835653882	22.1819640693996	2.47992533247905e-06	5.99749460203513e-06
ENSCJPG00005016828	12	10630914	10801368	-1	protein_coding		calcium dependent secretion activator [Source:NCBI gene;Acc:107319868]	1.70170236374836	5.00125962704218	29.8329610960166	4.7091735975174e-08	1.34236585466599e-07
ENSCJPG00005018030	12	10879683	10955239	1	protein_coding	SYNPR	synaptoporin [Source:NCBI gene;Acc:107319985]	-5.63052762656596	4.08034940638557	204.288714311933	2.42095505128495e-46	4.08607900841982e-45
ENSCJPG00005018031	12	10961308	10963445	1	protein_coding	SNTN	sentan, cilia apical structure protein [Source:NCBI gene;Acc:107319742]	-3.91364966979221	1.30766499462891	50.8479607585992	9.98049146006703e-13	4.05291440279528e-12
ENSCJPG00005018032	12	10985761	10993720	-1	protein_coding	THOC7	THO complex 7 [Source:NCBI gene;Acc:107319892]	-1.3250494081088	5.45015415211583	49.997478881345	1.53943647062969e-12	6.16929887666983e-12
ENSCJPG00005018034	12	11009102	11067326	1	protein_coding	ATXN7	ataxin 7 [Source:NCBI gene;Acc:107319890]	2.46916268882385	6.52680632689724	164.664846003661	1.08273972537762e-37	1.37662622226584e-36
ENSCJPG00005018035	12	11074308	11079963	-1	protein_coding	PSMD6	proteasome 26S subunit, non-ATPase 6 [Source:NCBI gene;Acc:107319891]	-0.548741101745018	6.09231009053209	11.5701061581223	0.000670205919498532	0.00123540498575509
ENSCJPG00005018036	12	11082963	11092958	1	lncRNA			4.53416402908341	-1.14340367174666	11.3099467467404	0.000770929834071872	0.00140797597664808
ENSCJPG00005018037	12	11094298	11182758	-1	protein_coding	PRICKLE2	prickle planar cell polarity protein 2 [Source:NCBI gene;Acc:107319984]	-2.84057128995168	3.32664388963639	61.7802847043798	3.83999909622635e-15	1.82587540504218e-14
ENSCJPG00005018038	12	11192995	11256177	-1	protein_coding	ADAMTS9	ADAM metallopeptidase with thrombospondin type 1 motif 9 [Source:NCBI gene;Acc:107319904]	-3.81120641955872	6.03716143259783	315.986959530235	1.08404009177038e-70	3.20609026526059e-69
ENSCJPG00005018039	12	11274419	11320610	-1	lncRNA			-6.07491983498143	-1.25228203711868	23.5552216089524	1.21379580474812e-06	3.02646051238365e-06
ENSCJPG00005018040	12	11338069	11341454	-1	lncRNA			-4.20905491047817	1.79026495588515	49.2381918507907	2.26693836190067e-12	8.981785463557e-12
ENSCJPG00005018041	12	11346965	11349933	-1	lncRNA			-5.86140855543829	2.48452166242821	62.1507621562136	3.18143871969076e-15	1.5210141245296e-14
ENSCJPG00005018042	12	11362909	11404169	-1	lncRNA			-6.1937508029876	0.481729799007207	44.0673764029677	3.17264869915489e-11	1.16195463121649e-10
ENSCJPG00005018043	12	11392932	11416449	1	lncRNA			-5.94840045945097	-1.33253279112067	22.8660669613778	1.7369129767574e-06	4.25735242447841e-06
ENSCJPG00005018044	12	11444102	11446412	-1	lncRNA			-4.21345087535506	1.32402790815231	27.2411580476244	1.7959455300152e-07	4.84497009107665e-07
ENSCJPG00005018045	12	11457348	11739728	-1	protein_coding	MAGI1	membrane associated guanylate kinase, WW and PDZ domain containing 1 [Source:NCBI gene;Acc:107319886]	-0.734482007015651	5.2599405318474	7.75625168173268	0.00535269322906299	0.0086864911898959
ENSCJPG00005018052	12	11739764	11743256	1	lncRNA			-0.875399995161757	-1.85418714894477	0.716266170935697	0.397371410612053	0.449119172062209
ENSCJPG00005018055	12	11808283	11888011	1	protein_coding	SLC25A26	solute carrier family 25 member 26 [Source:NCBI gene;Acc:107319884]	1.13823252669694	4.01047583457678	15.4848793870642	8.31678977869149e-05	0.000171565582901132
ENSCJPG00005018060	12	11892841	11965807	-1	protein_coding	LRIG1	leucine rich repeats and immunoglobulin like domains 1 [Source:NCBI gene;Acc:107319883]	0.839038475712305	5.04233674199459	14.9659587059233	0.000109468265031728	0.000222854805355284
ENSCJPG00005018064	12	11968046	12010728	1	lncRNA			4.99496049969386	1.75276145872186	40.4282046743602	2.03975193456486e-10	7.00968737756076e-10
ENSCJPG00005018067	12	12053410	12060130	1	protein_coding	KBTBD8	kelch repeat and BTB domain containing 8 [Source:NCBI gene;Acc:107319964]	0.0558683102259107	5.88408064323093	0.0921243854269633	0.761493614349117	0.795811538040089
ENSCJPG00005018069	12	12076618	12091743	1	protein_coding		monocarboxylate transporter 2-like [Source:NCBI gene;Acc:107319997]	-1.3252996163805	0.320769627333598	5.13066059992341	0.0235067794216031	0.0343515262334396
ENSCJPG00005018072	12	12154504	12168742	1	lncRNA			1.11938271865235	-2.63145251502752	0.607245280342014	0.435826900034544	0.487339246525365
ENSCJPG00005018073	12	12165935	12172219	-1	lncRNA			0.396577855268477	-2.53887533914428	0.086230995669478	0.769024488815858	0.802155549267284
ENSCJPG00005018075	12	12173619	12273980	-1	protein_coding	SUCLG2	succinate-CoA ligase GDP-forming beta subunit [Source:NCBI gene;Acc:107319958]	-3.80441892577269	5.36736612177125	163.590035775466	1.85917960369849e-37	2.33447868723055e-36
ENSCJPG00005018085	12	12274977	12558708	1	protein_coding		TAFA chemokine like family member 1 [Source:NCBI gene;Acc:107320012]	2.30718114891855	3.59983104182172	17.8058689299151	2.4462751595531e-05	5.36044610364172e-05
ENSCJPG00005018092	12	12558729	12580127	-1	lncRNA			1.15032446237121	2.40944853167688	7.09128266583887	0.00774597887772097	0.0122417541882035
ENSCJPG00005018093	12	12572938	12578085	1	lncRNA			-3.89666284517596	-2.38377461187929	6.02470321424889	0.0141070036653431	0.0214328268468806
ENSCJPG00005018094	12	12587012	12600873	-1	lncRNA			-2.28541622072675	-2.14950070468173	3.68375022445708	0.0549451346845067	0.0753398908113379
ENSCJPG00005018097	12	12618040	12662923	-1	protein_coding	TAFA4	TAFA chemokine like family member 4 [Source:NCBI gene;Acc:107319739]	-4.94302162369739	0.124982658567602	41.6111370103742	1.11357107421397e-10	3.9128660812812e-10
ENSCJPG00005018099	12	12689097	12693055	-1	lncRNA			-3.81618299943451	-1.3558931350318	14.8693304453246	0.000115221170133377	0.000233971878593434
ENSCJPG00005018101	12	12698737	12713095	-1	protein_coding	EOGT	EGF domain specific O-linked N-acetylglucosamine transferase [Source:NCBI gene;Acc:107319994]	-3.13841607740214	4.83218253336101	95.793182248089	1.27534154556477e-22	8.89269708811645e-22
ENSCJPG00005018103	12	12715386	12728258	-1	protein_coding	TMF1	TATA element modulatory factor 1 [Source:NCBI gene;Acc:107319853]	2.04623722098458	8.52265425549265	225.827283366734	4.84594023730078e-51	9.35324850621187e-50
ENSCJPG00005018109	12	12729550	12743421	-1	protein_coding	UBA3	ubiquitin like modifier activating enzyme 3 [Source:NCBI gene;Acc:107319855]	-0.901617850362422	5.76682868318836	19.9615744341437	7.90141863200935e-06	1.81847087012747e-05
ENSCJPG00005018138	12	12744235	12751763	1	protein_coding	ARL6IP5	ADP ribosylation factor like GTPase 6 interacting protein 5 [Source:NCBI gene;Acc:107319856]	-1.02818072363785	5.93725522116115	32.6178828632146	1.12177845052727e-08	3.38487975717096e-08
ENSCJPG00005018140	12	12756499	12759968	-1	protein_coding	LMOD3	leiomodin 3 [Source:NCBI gene;Acc:107319854]	-1.2889216139984	-0.577625382752649	5.19259046229466	0.0226833806441077	0.0332012570048977
ENSCJPG00005018142	12	12767585	12866067	-1	protein_coding	FRMD4B	FERM domain containing 4B [Source:NCBI gene;Acc:107319932]	-5.33195779391802	5.35730585823204	388.024051233165	2.22867358326436e-86	8.62052735707729e-85
ENSCJPG00005018152	12	12902922	12986698	1	protein_coding	MITF	melanocyte inducing transcription factor [Source:NCBI gene;Acc:107319950]	-2.08102114918771	4.52365283305797	23.7973564982633	1.07029352625658e-06	2.68152257901165e-06
ENSCJPG00005018157	12	12991784	12993524	-1	lncRNA			4.04639097852276	-1.5917161170387	13.3878960490436	0.000253253312249924	0.000492567955756024
ENSCJPG00005018158	12	12998303	13000346	1	lncRNA			1.68570204794592	-1.99941514883593	3.13371851633308	0.0766886331365297	0.101891097063836
ENSCJPG00005018160	12	13005695	13011869	1	protein_coding			4.70935128392656	-2.19324949146207	11.4901872960514	0.000699645861397904	0.00128550686081035
ENSCJPG00005018162	12	13013053	13015919	1	protein_coding			6.73254293869	-0.949274400859172	39.9158867767957	2.65137904061549e-10	9.03885630019369e-10
ENSCJPG00005018163	12	13071670	13110700	-1	protein_coding	MDFIC2	myoD family inhibitor domain-containing protein-like [Source:NCBI gene;Acc:107320014]	-4.50841823511385	0.548284375775646	34.6692561861446	3.90754138461444e-09	1.22843132588435e-08
ENSCJPG00005018165	12	13292949	13303577	-1	lncRNA			-1.48405674538084	-1.75722510928361	1.50127958062984	0.220474582474967	0.264685154155921
ENSCJPG00005018166	12	13300100	13312706	1	lncRNA			2.04630938703753	-2.83526417125577	1.64004028839666	0.200319940492678	0.243746473576254
ENSCJPG00005018169	12	13321281	13462881	-1	protein_coding		forkhead box P1 [Source:NCBI gene;Acc:107319860]	-0.406086738845042	4.71639348787179	3.64037036956881	0.0563943876326975	0.077189441641223
ENSCJPG00005018649	12	13502814	13505120	-1	lncRNA			-2.76348961437246	-0.248845538654596	10.0947906832284	0.00148689049250112	0.00260969440590173
ENSCJPG00005018650	12	13594943	13653136	-1	lncRNA			0.778164960644144	0.181692337484132	1.29096587010962	0.255870029388519	0.302828630484817
ENSCJPG00005018651	12	13653205	13654311	1	lncRNA			0.668847792589534	-0.666524781847546	1.31500636265561	0.251490222716502	0.298048704858026
ENSCJPG00005018652	12	13674204	13688521	-1	protein_coding	EIF4E3	eukaryotic translation initiation factor 4E family member 3 [Source:NCBI gene;Acc:107319989]	-0.939950078661549	4.98425732565503	14.3475843604937	0.000151974560098221	0.000303822685454263
ENSCJPG00005018653	12	13677442	13678869	1	protein_coding			0.97098732583954	1.36307382062294	5.31349821723491	0.0211608252407042	0.0311029669261639
ENSCJPG00005018654	12	13699067	13700209	1	protein_coding	GPR27	G protein-coupled receptor 27 [Source:NCBI gene;Acc:107320016]	1.73834734932183	4.33068348337001	36.9844390326628	1.19075776098238e-09	3.89702539957869e-09
ENSCJPG00005018655	12	13708830	13713803	-1	protein_coding	PROK2	prokineticin 2 [Source:NCBI gene;Acc:107319730]	2.08863901681463	1.39081062139133	21.5864893762024	3.3822601442095e-06	8.07708931829608e-06
ENSCJPG00005018657	12	13721945	13776077	-1	lncRNA			-3.11689406598818	0.970591030741003	25.6982144361493	3.99196233861015e-07	1.04254155681893e-06
ENSCJPG00005018658	12	13782219	13787577	-1	lncRNA			-3.15693790777772	-1.23701615774315	11.1598411902446	0.000835870780124654	0.00151950637135852
ENSCJPG00005018659	12	13801736	13834561	-1	protein_coding	RYBP	RING1 and YY1 binding protein [Source:NCBI gene;Acc:107320000]	-0.0380153833622687	5.00018231317364	0.0357759289406197	0.849978970221378	0.872443575393014
ENSCJPG00005018660	12	13859415	13904719	-1	protein_coding	SHQ1	SHQ1, H/ACA ribonucleoprotein assembly factor [Source:NCBI gene;Acc:107319857]	1.55081137719884	5.8307512816975	61.9244031288193	3.56899070875627e-15	1.70080013349357e-14
ENSCJPG00005018661	12	13904307	13922600	1	protein_coding	GXYLT2	glucoside xylosyltransferase 2 [Source:NCBI gene;Acc:107319858]	-1.10172409189186	6.67098328204724	40.9217658778869	1.58446608009748e-10	5.49220626105193e-10
ENSCJPG00005018662	12	13927921	13950855	1	protein_coding		protein phosphatase 4 regulatory subunit 2 [Source:NCBI gene;Acc:107319859]	0.166731764594919	7.04358455244766	1.37592136359822	0.240797111031858	0.286276045916911
ENSCJPG00005018663	12	13987304	13992320	1	lncRNA			-5.89539469023697	0.115184166824867	14.4308537136875	0.000145400500854985	0.0002914985116734
ENSCJPG00005018664	12	14008167	14127433	-1	protein_coding	PDZRN3	PDZ domain containing ring finger 3 [Source:NCBI gene;Acc:107319948]	-2.86735176423485	3.8894906379753	99.0294809427697	2.48770744219156e-23	1.79653222647222e-22
ENSCJPG00005018665	12	14178820	14288802	1	lncRNA			0.179693393659116	0.386264821813273	0.0971754236030233	0.755245932920703	0.790657725560507
ENSCJPG00005018666	12	14190185	14192737	-1	lncRNA			-2.96658656308012	-2.64367270181427	3.02702191466424	0.0818881923139645	0.108082293789472
ENSCJPG00005018668	12	14292698	14425306	-1	protein_coding	CNTN3	contactin 3 [Source:NCBI gene;Acc:107319982]	-1.80232840995668	3.09327551604011	26.1975513748871	3.08213100841258e-07	8.13221952128986e-07
ENSCJPG00005018669	12	14464505	14703896	1	protein_coding	CHL1	cell adhesion molecule L1 like [Source:NCBI gene;Acc:107319926]	-0.759949343999778	4.91343828531473	14.0020972648552	0.000182606837756376	0.000361304430735753
ENSCJPG00005018672	12	14771717	14850075	-1	lncRNA			-1.38354400908804	-1.06291858447197	2.18953187744201	0.138951540467085	0.175610046278301
ENSCJPG00005018673	12	14777945	14779759	-1	lncRNA			-2.13332164021032	-0.913142394875905	3.38336358556242	0.0658575237405116	0.0892083593846953
ENSCJPG00005018674	12	14854962	14858073	-1	protein_coding			2.05145406421245	-2.83469214730153	1.64402415329929	0.199774231257128	0.243746473576254
ENSCJPG00005018675	12	14931288	14933258	-1	protein_coding			3.37421738478661	-0.0577248867653374	24.185520290816	8.7487576241294e-07	2.2123930092905e-06
ENSCJPG00005018676	12	14944434	15045665	1	protein_coding	CNTN6	contactin 6 [Source:NCBI gene;Acc:107319952]	-0.162156212063537	3.16184478401877	0.232347950708037	0.629788297311648	0.674337207726363
ENSCJPG00005018677	12	15077288	15090941	1	lncRNA			0.292554784763873	-2.35315244995465	0.0469111899506434	0.828527948243133	0.855312065139405
ENSCJPG00005018678	12	15126850	15158277	1	lncRNA			-5.61419961385549	-0.139777606169024	12.0819165568685	0.000509132333557755	0.000954046201414786
ENSCJPG00005018679	12	15261890	15468083	1	protein_coding	CNTN4	contactin 4 [Source:NCBI gene;Acc:107319900]	1.37611754511325	4.84877268367318	31.2811571843444	2.23235836459336e-08	6.57195362954713e-08
ENSCJPG00005018680	12	15471440	15481234	-1	protein_coding	IL5RA	interleukin 5 receptor subunit alpha [Source:NCBI gene;Acc:107319741]	1.79408207137269	2.6582052630003	22.5444245871326	2.0533961266346e-06	5.00120196863341e-06
ENSCJPG00005018681	12	15484371	15487873	1	protein_coding	TRNT1	tRNA nucleotidyl transferase 1 [Source:NCBI gene;Acc:107319901]	0.222036782667343	5.97711678776114	0.68761659321834	0.406976250712753	0.458572852921984
ENSCJPG00005018682	12	15491303	15501901	-1	protein_coding	CRBN	cereblon [Source:NCBI gene;Acc:107319902]	-1.4797111078648	5.02047872681232	58.1727361516748	2.40083375329319e-14	1.0913603233225e-13
ENSCJPG00005018683	12	15658856	15661006	1	protein_coding	LRRN1	leucine rich repeat neuronal 1 [Source:NCBI gene;Acc:107319991]	-0.155331970898717	3.98388439195817	0.247853928402886	0.618590262565373	0.663714863401057
ENSCJPG00005018684	12	15726685	15728004	1	protein_coding			-0.61758377406011	3.54061998615489	4.52366146535183	0.0334292162516168	0.0474695363474614
ENSCJPG00005018685	12	15730712	15755821	-1	protein_coding	SUMF1	sulfatase modifying factor 1 [Source:NCBI gene;Acc:107319933]	-0.24407831987736	3.98044911482287	0.887865256410088	0.346056459474551	0.397074691234258
ENSCJPG00005018726	12	15769124	15905562	1	protein_coding	ITPR1	inositol 1,4,5-trisphosphate receptor type 1 [Source:NCBI gene;Acc:107319899]	-0.418196294211788	7.33949530746763	7.26303441539349	0.00703882620337869	0.0112052331015031
ENSCJPG00005020531	12	15856974	15857347	1	misc_RNA			3.72257177822564	-2.53206536998965	5.8607019457279	0.0154826182159817	0.0232729574309198
ENSCJPG00005020533	12	15909287	15912193	1	lncRNA			2.4142433295555	-2.27901209617935	3.15934595544716	0.0754934233243319	0.100895826611996
ENSCJPG00005020534	12	15939194	15941958	1	protein_coding	BHLHE40	basic helix-loop-helix family member e40 [Source:NCBI gene;Acc:107319996]	-3.48336684819933	4.24420508995272	143.246073930939	5.19311972298855e-33	5.56480120149008e-32
ENSCJPG00005020535	12	15956680	15969414	1	protein_coding	ARL8B	ADP ribosylation factor like GTPase 8B [Source:NCBI gene;Acc:107319947]	-2.74076665619064	8.51723198037641	233.679198773715	9.39718379332134e-53	1.87203586780113e-51
ENSCJPG00005020536	12	15971770	15982587	1	protein_coding	EDEM1	ER degradation enhancing alpha-mannosidase like protein 1 [Source:NCBI gene;Acc:107319949]	-1.5533270545984	6.51928682411991	94.6972152962465	2.21851052483696e-22	1.53136970662354e-21
ENSCJPG00005020537	12	15986527	15993864	1	lncRNA			-1.02167279117977	-2.23676509690339	0.733329096772003	0.391806222450094	0.443585560682015
ENSCJPG00005020538	12	16065802	16070802	1	lncRNA			0.15157407779136	-1.88271602036191	0.0315314945376535	0.859059824909479	0.880307360024511
ENSCJPG00005020539	12	16204811	16206397	1	protein_coding			-1.54259253249541	0.203336035889764	6.70147910776372	0.00963329644232272	0.015013416360536
ENSCJPG00005020540	12	16274761	16394832	1	protein_coding		glutamate metabotropic receptor 7 [Source:NCBI gene;Acc:107319945]	3.68365712373186	4.99349172691852	159.754890131934	1.27997692094776e-36	1.56329582771917e-35
ENSCJPG00005020541	12	16553994	16573567	1	protein_coding	LMCD1	LIM and cysteine rich domains 1 [Source:NCBI gene;Acc:107319944]	-1.56389847012996	3.06385722814565	11.7962142640366	0.000593512879215248	0.00110206622138838
ENSCJPG00005020542	12	16603383	16606174	1	protein_coding	CAV3	caveolin 3 [Source:NCBI gene;Acc:107320020]	0.752076136901085	-1.0007373835413	1.54283655308086	0.214196083281666	0.257872338740403
ENSCJPG00005020543	12	16607839	16612957	-1	protein_coding	OXTR	oxytocin receptor [Source:HGNC Symbol;Acc:HGNC:8529]	4.63351009561501	3.37452150187086	112.861414806325	2.3139617659556e-26	1.90263477282851e-25
ENSCJPG00005020544	12	16623385	16663641	-1	protein_coding	RAD18	RAD18 E3 ubiquitin protein ligase [Source:NCBI gene;Acc:107319987]	-1.24348728514168	5.36297227183823	44.8023462656514	2.17961363517872e-11	8.06251539785947e-11
ENSCJPG00005020553	12	16671498	16733637	-1	protein_coding	SRGAP3	SLIT-ROBO Rho GTPase activating protein 3 [Source:NCBI gene;Acc:107319942]	-0.021505673896645	4.84076281691364	0.010671539879322	0.91772237919469	0.931925887271012
ENSCJPG00005020742	12	16751724	16756626	1	protein_coding	THUMPD3	THUMP domain containing 3 [Source:NCBI gene;Acc:107319925]	1.74240486310266	6.83320961024074	124.79639672402	5.63939987496239e-29	5.1526531937394e-28
ENSCJPG00005020743	12	16756646	16758652	1	protein_coding			0.53557306284201	4.59956276636432	6.58013277144043	0.0103123200246877	0.015996452848753
ENSCJPG00005020747	12	16761284	16773587	1	protein_coding	IRAK2	interleukin-1 receptor-associated kinase-like 2 [Source:NCBI gene;Acc:107319924]	-1.42925563640408	5.037610537699	50.4630638749493	1.21428792667162e-12	4.90615197611082e-12
ENSCJPG00005020750	12	16776288	16778473	-1	protein_coding	GHRL	ghrelin and obestatin prepropeptide [Source:HGNC Symbol;Acc:HGNC:18129]	-0.549988249510759	0.565095129493024	0.393183204857527	0.530630902129569	0.578640221370403
ENSCJPG00005020751	12	16780623	16785996	-1	protein_coding	SEC13	SEC13 homolog, nuclear pore and COPII coat complex component [Source:NCBI gene;Acc:107319862]	-0.827818606025786	6.37168063838997	29.8511288736038	4.66525166447867e-08	1.33083243801659e-07
ENSCJPG00005020756	12	16785974	16799923	1	protein_coding	CAND2	cullin-associated NEDD8-dissociated protein 1-like [Source:NCBI gene;Acc:107319865]	1.60081692822389	7.20734901621839	72.3633261617828	1.79009898182518e-17	9.73489754642353e-17
ENSCJPG00005020793	12	16801452	16802499	-1	protein_coding		ribosomal protein L32 [Source:NCBI gene;Acc:107319864]	-0.653992760856771	8.2831815061843	25.1486023860053	5.30781069071319e-07	1.36907758913552e-06
ENSCJPG00005020794	12	16802572	16802710	-1	snoRNA			-0.461631614046395	-0.0876389418988545	0.74985432146779	0.386522357373831	0.438145279683621
ENSCJPG00005020795	12	16803643	16806333	-1	protein_coding	MBD4	methyl-CpG binding domain 4, DNA glycosylase [Source:NCBI gene;Acc:107319863]	-1.3165923714224	4.10976614444609	27.4275229441695	1.63093468269881e-07	4.41779460901815e-07
ENSCJPG00005020797	12	16806973	16837824	1	protein_coding	IFT122	intraflagellar transport 122 [Source:NCBI gene;Acc:107319861]	1.97696565319803	7.14583826042335	143.373769107206	4.86977395999837e-33	5.22705385857111e-32
ENSCJPG00005020821	12	16840719	16843263	1	protein_coding	RHO	rhodopsin [Source:NCBI gene;Acc:107319751]	4.77448100156901	-0.47881647362847	38.8537450833389	4.56776741551624e-10	1.53461658154289e-09
ENSCJPG00005020822	12	16844459	16846233	1	protein_coding			-4.69200763898547	5.06135002385793	259.961520356474	1.74945907251834e-58	4.06669905805229e-57
ENSCJPG00005020823	12	16846266	16915525	-1	protein_coding	PLXND1	plexin D1 [Source:NCBI gene;Acc:107319752]	-1.97810416768815	7.08807291916851	95.5718942314807	1.42616838825153e-22	9.9227872224927e-22
ENSCJPG00005020824	12	16933395	17001513	-1	protein_coding	TMCC1	transmembrane and coiled-coil domain family 1 [Source:NCBI gene;Acc:107319754]	0.81231755808371	5.40971828025463	20.778290704935	5.15641753248508e-06	1.2104893228049e-05
ENSCJPG00005020825	12	17028061	17029815	1	protein_coding	TRH	thyrotropin releasing hormone [Source:NCBI gene;Acc:107319759]	0.356617643882503	0.650475105992671	0.235942784782917	0.627151930312498	0.671894001838085
ENSCJPG00005020826	12	17041593	17052414	1	protein_coding	RBSN	rabenosyn, RAB effector [Source:NCBI gene;Acc:107319753]	0.0268924494447673	7.07968703723566	0.0303717819093672	0.861649331519721	0.882678607542103
ENSCJPG00005020827	12	17055411	17056878	-1	protein_coding	MRPS25	mitochondrial ribosomal protein S25 [Source:NCBI gene;Acc:107319757]	0.29332369606678	5.35295891339612	2.11037532355	0.146303430858651	0.184138873564666
ENSCJPG00005020828	12	17065924	17086240	-1	protein_coding	NR2C2	nuclear receptor subfamily 2 group C member 2 [Source:NCBI gene;Acc:107319755]	0.297068734862769	5.06517152327632	1.91510944028212	0.166396796613733	0.206949085728305
ENSCJPG00005020848	12	17105565	17186691	-1	protein_coding	FGD5	FYVE, RhoGEF and PH domain containing 5 [Source:NCBI gene;Acc:107319918]	-2.71620858390504	6.45598818715031	272.55842232416	3.14283665799714e-61	7.79585702107575e-60
ENSCJPG00005020863	12	17214675	17215937	-1	lncRNA			5.06360990030597	2.7840921692757	78.2683075382947	8.99535367742943e-19	5.24974739207357e-18
ENSCJPG00005020864	12	17217312	17221924	1	lncRNA			0.159778120836559	8.43772713033047	0.7092724809022	0.399685436436564	0.45138954471017
ENSCJPG00005020865	13	9620	12483	-1	protein_coding	EGR1	early growth response 1 [Source:NCBI gene;Acc:107320057]	-3.89874683628141	6.30111832478705	70.6575992673141	4.24927734072828e-17	2.27163814232927e-16
ENSCJPG00005020866	13	43256	46487	-1	protein_coding	REEP2	receptor accessory protein 2 [Source:NCBI gene;Acc:107320034]	-2.96631178516171	3.68509562577592	81.6256130652204	1.64468784880828e-19	9.93635424434018e-19
ENSCJPG00005020867	13	54531	105819	-1	protein_coding	KDM3B	lysine demethylase 3B [Source:NCBI gene;Acc:107320032]	-1.12640439210798	7.13471937028292	62.7043696256974	2.40182198892975e-15	1.15749876949575e-14
ENSCJPG00005020868	13	112465	120741	-1	protein_coding		C-terminal-binding protein 2 [Source:NCBI gene;Acc:107320035]	-1.00662769951866	5.83480911421016	32.7045348057809	1.0728662727223e-08	3.24391022755795e-08
ENSCJPG00005020869	13	132925	142280	1	protein_coding	GFRA3	GDNF family receptor alpha 3 [Source:NCBI gene;Acc:107320062]	-0.429693676972056	0.566695031218648	0.12726147532519	0.72128850614946	0.759908491380349
