Gene stable ID	Gene name	Gene description	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene type
ENSGALG00000051031			4	7547737	7558414	-1	lncRNA
ENSGALG00000053465			4	7635165	7666580	1	lncRNA
ENSGALG00000049377			4	7677584	7681319	-1	lncRNA
ENSGALG00000050739			4	7866527	7928246	1	lncRNA
ENSGALG00000052705			4	7938241	7940886	-1	lncRNA
ENSGALG00000051935			4	7682929	7748058	1	lncRNA
ENSGALG00000053415			7	17582730	17605273	1	lncRNA
ENSGALG00000054168			7	17634434	17653451	1	lncRNA
ENSGALG00000050674			7	17789343	17800118	1	lncRNA
ENSGALG00000021856			7	18184607	18191212	-1	lncRNA
ENSGALG00000054630			7	18221180	18223194	1	lncRNA
ENSGALG00000052447			7	18682854	18699756	1	lncRNA
ENSGALG00000048104			7	18822449	18844131	1	lncRNA
ENSGALG00000049757			7	19062221	19078815	1	lncRNA
ENSGALG00000053054			7	19219628	19227282	1	lncRNA
ENSGALG00000049151			7	19222583	19291181	-1	lncRNA
ENSGALG00000048526			7	19292475	19310862	1	lncRNA
ENSGALG00000054051			1	160020923	160265273	-1	lncRNA
ENSGALG00000051328			1	160428342	160443157	-1	lncRNA
ENSGALG00000053725			27	5793597	5826049	1	lncRNA
ENSGALG00000050485			27	5825523	5826568	-1	lncRNA
ENSGALG00000051147			1	160845285	160858744	-1	lncRNA
ENSGALG00000048584			1	160888592	160899639	-1	lncRNA
ENSGALG00000053906			1	161427435	161432462	-1	lncRNA
ENSGALG00000029695			27	6452171	6456221	-1	lncRNA
ENSGALG00000054434			27	5752277	5759564	-1	lncRNA
ENSGALG00000051024			11	3961857	4021740	1	lncRNA
ENSGALG00000052915			11	4103131	4112276	1	lncRNA
ENSGALG00000040442			11	4170918	4172725	1	lncRNA
ENSGALG00000049262			11	4201016	4204705	1	lncRNA
ENSGALG00000054351			11	4375440	4426418	1	lncRNA
ENSGALG00000053471			11	5089755	5097250	-1	lncRNA
ENSGALG00000053968			11	5102154	5159147	1	lncRNA
ENSGALG00000048380			11	5410675	5460776	1	lncRNA
ENSGALG00000049098			11	4408695	4545109	-1	lncRNA
ENSGALG00000053039			1	189756527	189768663	-1	lncRNA
ENSGALG00000051921			1	190055363	190067880	1	lncRNA
ENSGALG00000050598			1	190958226	190964711	1	lncRNA
ENSGALG00000051584			1	191035242	191049647	1	lncRNA
ENSGALG00000047140			1	191474088	191491431	-1	lncRNA
ENSGALG00000051532			2	88628887	88648966	1	lncRNA
ENSGALG00000055054			2	89178667	89183965	1	lncRNA
ENSGALG00000047657			2	89336026	89349197	1	lncRNA
ENSGALG00000051112			2	89443163	89446544	1	lncRNA
ENSGALG00000052462			2	89495598	89504011	1	lncRNA
ENSGALG00000053586			2	89701383	89707534	-1	lncRNA
ENSGALG00000050378			1	122621008	122626068	-1	lncRNA
ENSGALG00000053898			2	89456831	89475863	1	lncRNA
ENSGALG00000050997			1	101814019	101815542	-1	lncRNA
ENSGALG00000048133			1	101863522	101884852	1	lncRNA
ENSGALG00000047373			1	101866823	101870908	-1	lncRNA
ENSGALG00000047122			1	123585087	123590540	-1	lncRNA
ENSGALG00000050017			1	123594824	123602399	1	lncRNA
ENSGALG00000047694			1	102441912	102662926	1	lncRNA
ENSGALG00000050849			1	123670770	123686839	1	lncRNA
ENSGALG00000047496			1	102474013	102639243	1	lncRNA
ENSGALG00000048861			1	102740024	102772256	-1	lncRNA
ENSGALG00000050722			1	103150676	103166162	-1	lncRNA
ENSGALG00000052860			1	103219548	103244212	1	lncRNA
ENSGALG00000053698			1	103621663	103643070	1	lncRNA
ENSGALG00000049763			1	103718289	103728865	-1	lncRNA
ENSGALG00000053259			1	98025732	98028706	1	lncRNA
ENSGALG00000052472			1	98065013	98069872	1	lncRNA
ENSGALG00000040870			1	98098558	98211183	1	lncRNA
ENSGALG00000048889			1	103786550	103795934	-1	lncRNA
ENSGALG00000054478			1	98890255	98907038	-1	lncRNA
ENSGALG00000052669			1	99139475	99164454	1	lncRNA
ENSGALG00000052279			1	99228547	99343608	-1	lncRNA
ENSGALG00000052153			1	99563402	99583515	-1	lncRNA
ENSGALG00000046700			1	98056613	98058764	1	lncRNA
ENSGALG00000050360			8	11323913	11351909	1	lncRNA
ENSGALG00000048341			8	11353547	11386430	1	lncRNA
ENSGALG00000047688			8	11407676	11431673	1	lncRNA
ENSGALG00000048191			8	11515298	11529042	1	lncRNA
ENSGALG00000052696			8	12388820	12409382	-1	lncRNA
ENSGALG00000052139			8	12845856	12847910	1	lncRNA
ENSGALG00000054920			8	12859454	12864279	1	lncRNA
ENSGALG00000051416			8	12911047	12914179	1	lncRNA
ENSGALG00000048736			8	12920099	12923043	1	lncRNA
ENSGALG00000034994			8	12961396	13078957	-1	lncRNA
ENSGALG00000049490			1	101799459	101804650	1	lncRNA
ENSGALG00000053915			1	101799459	101804184	1	lncRNA
ENSGALG00000047868			18	3847040	3920097	1	lncRNA
ENSGALG00000050116		uncharacterized LOC112530017 [Source:NCBI gene;Acc:112530017]	18	4128173	4131764	-1	lncRNA
ENSGALG00000041778			18	4315516	4319187	-1	lncRNA
ENSGALG00000052148			18	4318352	4332568	1	lncRNA
ENSGALG00000051709			18	5430787	5570374	1	lncRNA
ENSGALG00000047185			Z	12394168	12400255	1	lncRNA
ENSGALG00000048297			Z	12604723	12609161	-1	lncRNA
ENSGALG00000053899			Z	12604957	12609045	1	lncRNA
ENSGALG00000045612			Z	12650784	12730717	-1	lncRNA
ENSGALG00000053451			Z	13669022	13682757	-1	lncRNA
ENSGALG00000053410			7	13782561	13788624	1	lncRNA
ENSGALG00000053678			7	13871946	13875313	1	lncRNA
ENSGALG00000051682			7	14362246	14403767	1	lncRNA
ENSGALG00000047806			7	14638586	14646306	1	lncRNA
ENSGALG00000048202			7	14659739	14772745	1	lncRNA
ENSGALG00000052694			7	14713936	14719812	1	lncRNA
ENSGALG00000053494			7	14220072	14238954	-1	lncRNA
ENSGALG00000052848		uncharacterized LOC427369 [Source:NCBI gene;Acc:427369]	Z	68804427	68811364	-1	lncRNA
ENSGALG00000048913			Z	69475241	69493047	-1	lncRNA
ENSGALG00000051166			Z	69599967	69633847	1	lncRNA
ENSGALG00000048669			Z	70418207	70437345	1	lncRNA
ENSGALG00000051014			Z	70435050	70448538	-1	lncRNA
ENSGALG00000045001			Z	70573023	70586326	-1	lncRNA
ENSGALG00000053758			Z	70608612	70642889	-1	lncRNA
ENSGALG00000030689			4	32322740	32351640	1	lncRNA
ENSGALG00000055091			4	32419312	32425507	1	lncRNA
ENSGALG00000051326			4	32735608	32759909	-1	lncRNA
ENSGALG00000047892			4	33536116	33599718	1	lncRNA
ENSGALG00000049796			4	32392675	32407040	-1	lncRNA
ENSGALG00000051430			4	32457052	32466197	-1	lncRNA
ENSGALG00000048313			4	33481168	33516482	1	lncRNA
ENSGALG00000050107			9	7547843	7556499	-1	lncRNA
ENSGALG00000047853			9	7558287	7750116	-1	lncRNA
ENSGALG00000053929			9	7572615	7587785	1	lncRNA
ENSGALG00000055073			9	8004133	8027205	-1	lncRNA
ENSGALG00000048966			9	8323441	8334475	1	lncRNA
ENSGALG00000036399			9	8543615	8548205	-1	lncRNA
ENSGALG00000048359			9	8822092	8868201	-1	lncRNA
ENSGALG00000053227			9	8956513	8974264	-1	lncRNA
ENSGALG00000048832			9	9081532	9086527	-1	lncRNA
ENSGALG00000035425			9	9132083	9145997	1	lncRNA
ENSGALG00000047754			9	9217737	9263899	-1	lncRNA
ENSGALG00000053282			9	7424428	7531778	1	lncRNA
ENSGALG00000052390			1	193932006	193933764	1	lncRNA
ENSGALG00000047418			1	194037258	194046393	1	lncRNA
ENSGALG00000048893			1	194058234	194070589	1	lncRNA
ENSGALG00000052570			21	1781527	1795065	-1	lncRNA
ENSGALG00000052706		uncharacterized LOC100857685 [Source:NCBI gene;Acc:100857685]	1	194206965	194214636	-1	lncRNA
ENSGALG00000051323			1	194212595	194240335	1	lncRNA
ENSGALG00000046973			21	1919543	1925406	1	lncRNA
ENSGALG00000054093			1	194462773	194478241	1	lncRNA
ENSGALG00000049424			1	194696833	194698283	-1	lncRNA
ENSGALG00000051224			9	7424428	7437313	1	lncRNA
ENSGALG00000047905			1	195191292	195197515	1	lncRNA
ENSGALG00000055005			21	2161080	2163618	1	lncRNA
ENSGALG00000049832			9	8502692	8539903	-1	lncRNA
ENSGALG00000047334			9	9026474	9052539	1	lncRNA
ENSGALG00000054292			21	2498816	2510224	1	lncRNA
ENSGALG00000052384			21	2531471	2533870	1	lncRNA
ENSGALG00000001935			21	2584009	2599090	-1	lncRNA
ENSGALG00000055140			9	9093453	9128067	1	lncRNA
ENSGALG00000052112			21	2642519	2644918	1	lncRNA
ENSGALG00000031850			21	2643680	2648144	-1	lncRNA
ENSGALG00000038138			21	2786418	2789859	-1	lncRNA
ENSGALG00000031336			21	2787796	2801842	1	lncRNA
ENSGALG00000050933			10	17408424	17440324	-1	lncRNA
ENSGALG00000053260			10	17833531	17846832	1	lncRNA
ENSGALG00000044618		solute carrier family 51 beta subunit [Source:NCBI gene;Acc:415531]	10	18212963	18222747	-1	lncRNA
ENSGALG00000048120			10	18451450	18455626	-1	lncRNA
ENSGALG00000047396			10	18836694	18881539	-1	lncRNA
ENSGALG00000052953			10	18969712	18978834	1	lncRNA
ENSGALG00000051849			10	18988746	19023755	1	lncRNA
ENSGALG00000048429			10	19094495	19095949	-1	lncRNA
ENSGALG00000048094			10	19143571	19146267	1	lncRNA
ENSGALG00000054259			10	18364184	18369380	1	lncRNA
ENSGALG00000053645			5	51890409	51894867	-1	lncRNA
ENSGALG00000048194			5	51903945	51908417	-1	lncRNA
ENSGALG00000047641			5	52040523	52042716	1	lncRNA
ENSGALG00000052668			5	52270916	52277603	1	lncRNA
ENSGALG00000049258			5	52452899	52540247	-1	lncRNA
ENSGALG00000047984			5	52535245	52537031	1	lncRNA
ENSGALG00000048544			5	52569863	52573240	-1	lncRNA
ENSGALG00000049354			13	15507040	15516043	-1	lncRNA
ENSGALG00000053496			5	52584984	52670442	1	lncRNA
ENSGALG00000048897			5	52592660	52680211	-1	lncRNA
ENSGALG00000051705			13	15581716	15584897	-1	lncRNA
ENSGALG00000049615			13	15988643	15991021	1	lncRNA
ENSGALG00000054622			5	52762199	52773720	-1	lncRNA
ENSGALG00000053609			13	15989979	16047854	-1	lncRNA
ENSGALG00000048757			13	16106378	16108819	1	lncRNA
ENSGALG00000053294			13	16179697	16207924	1	lncRNA
ENSGALG00000053414			13	16193902	16200969	-1	lncRNA
ENSGALG00000039105			13	16246612	16253059	1	lncRNA
ENSGALG00000052832			5	53419363	53424010	-1	lncRNA
ENSGALG00000037747			5	53474760	53493274	-1	lncRNA
ENSGALG00000049764			13	16679120	16684693	1	lncRNA
ENSGALG00000052343			5	53637523	53657957	1	lncRNA
ENSGALG00000050339			13	15669706	15672856	1	lncRNA
ENSGALG00000051104			13	15795525	15799585	1	lncRNA
ENSGALG00000049792			5	53667078	53679950	1	lncRNA
ENSGALG00000051233			13	15839853	15871436	-1	lncRNA
ENSGALG00000046873			5	53801759	53902834	-1	lncRNA
ENSGALG00000051802			13	15840581	15871436	-1	lncRNA
ENSGALG00000053831			1	63922193	63958122	1	lncRNA
ENSGALG00000038920			1	64739100	64766110	1	lncRNA
ENSGALG00000051394			1	64776484	64816209	1	lncRNA
ENSGALG00000047658			1	64824086	64827802	1	lncRNA
ENSGALG00000050570			1	64834590	64873210	1	lncRNA
ENSGALG00000050133			1	65124971	65133775	-1	lncRNA
ENSGALG00000054215			1	65215020	65216847	1	lncRNA
ENSGALG00000052729			11	7696536	7710039	1	lncRNA
ENSGALG00000048674			1	65422008	65425466	1	lncRNA
ENSGALG00000050008			11	7706770	7714049	-1	lncRNA
ENSGALG00000052327			1	65444381	65524729	1	lncRNA
ENSGALG00000052230			11	7952131	7977459	1	lncRNA
ENSGALG00000047292			11	8027766	8132133	1	lncRNA
ENSGALG00000030532			11	8335240	8359726	-1	lncRNA
ENSGALG00000039016			1	65599976	65602263	1	lncRNA
ENSGALG00000029853			11	8377260	8384827	-1	lncRNA
ENSGALG00000053681			1	65744978	65770566	1	lncRNA
ENSGALG00000050478			11	8479445	8494814	1	lncRNA
ENSGALG00000048537			11	9013481	9027191	1	lncRNA
ENSGALG00000051991			11	9028542	9057533	1	lncRNA
ENSGALG00000048199			11	9079302	9091241	1	lncRNA
ENSGALG00000054519			11	9106998	9187535	-1	lncRNA
ENSGALG00000051048			11	8168872	8246026	1	lncRNA
ENSGALG00000049893			8	13530298	13585353	-1	lncRNA
ENSGALG00000052761			8	14736278	14740683	1	lncRNA
ENSGALG00000054737			8	14888913	14892519	-1	lncRNA
ENSGALG00000051219			8	14912442	14926866	1	lncRNA
ENSGALG00000053234			8	14919148	14932339	1	lncRNA
ENSGALG00000047650			8	13811577	13813761	-1	lncRNA
ENSGALG00000054774			3	25851435	25853076	1	lncRNA
ENSGALG00000041015			3	25929192	25938177	-1	lncRNA
ENSGALG00000036780			3	26020435	26086284	-1	lncRNA
ENSGALG00000054284			3	26113858	26117942	-1	lncRNA
ENSGALG00000051818			3	26139672	26148303	-1	lncRNA
ENSGALG00000049568			3	27025403	27050819	1	lncRNA
ENSGALG00000051364			3	27209031	27220651	-1	lncRNA
ENSGALG00000053769			3	25905244	25907918	-1	lncRNA
ENSGALG00000046963			3	26160055	26176125	-1	lncRNA
ENSGALG00000050872			14	13320255	13326315	1	lncRNA
ENSGALG00000054669			1	118440387	118481445	-1	lncRNA
ENSGALG00000049170			1	118613150	118621322	1	lncRNA
ENSGALG00000053859			14	13326682	13331761	1	lncRNA
ENSGALG00000051982			1	118653764	118666199	1	lncRNA
ENSGALG00000054586			1	118666731	118751516	1	lncRNA
ENSGALG00000054881			1	118718131	118723083	-1	lncRNA
ENSGALG00000051161			14	13870698	13873664	1	lncRNA
ENSGALG00000049335			1	119120179	119122645	-1	lncRNA
ENSGALG00000051888			1	119193436	119203373	-1	lncRNA
ENSGALG00000052190			1	119203521	119206538	-1	lncRNA
ENSGALG00000048163			1	119569774	119585960	-1	lncRNA
ENSGALG00000050550			14	14337546	14339801	1	lncRNA
ENSGALG00000033758			1	119638154	119650880	1	lncRNA
ENSGALG00000053169			3	59537035	59574202	1	lncRNA
ENSGALG00000051160			3	59682058	59737002	-1	lncRNA
ENSGALG00000051435			3	60052178	60064552	-1	lncRNA
ENSGALG00000051906			3	60302101	60304224	-1	lncRNA
ENSGALG00000047997			3	61019598	61039538	1	lncRNA
ENSGALG00000050255			3	61110630	61114663	1	lncRNA
ENSGALG00000054811			Z	13907303	13911101	1	lncRNA
ENSGALG00000052400			Z	14570775	14587238	1	lncRNA
ENSGALG00000054867			Z	14769360	14776912	1	lncRNA
ENSGALG00000049954			Z	14789218	14800687	-1	lncRNA
ENSGALG00000053783			Z	15535494	15568930	1	lncRNA
ENSGALG00000049754			Z	14726165	14729211	1	lncRNA
ENSGALG00000047895			15	4795	6777	1	lncRNA
ENSGALG00000050218			Z	35835	37390	1	lncRNA
ENSGALG00000052567			15	80489	86729	1	lncRNA
ENSGALG00000048603			Z	171705	178431	1	lncRNA
ENSGALG00000050929			Z	223994	248872	-1	lncRNA
ENSGALG00000051744			15	190672	212299	-1	lncRNA
ENSGALG00000052048			15	211561	232491	-1	lncRNA
ENSGALG00000050607			Z	972938	974443	-1	lncRNA
ENSGALG00000053502			Z	1399820	1402357	-1	lncRNA
ENSGALG00000053120			15	295948	300150	-1	lncRNA
ENSGALG00000045869			Z	1461981	1471287	-1	lncRNA
ENSGALG00000048316			15	444969	586223	1	lncRNA
ENSGALG00000053325			Z	1814399	1819519	-1	lncRNA
ENSGALG00000048797			3	45538870	45551314	1	lncRNA
ENSGALG00000051611			3	45754039	45760095	1	lncRNA
ENSGALG00000053495			3	45872540	45878413	-1	lncRNA
ENSGALG00000049997			3	46232190	46241669	-1	lncRNA
ENSGALG00000050504			15	1772799	1783517	-1	lncRNA
ENSGALG00000051317			3	46392262	46394028	1	lncRNA
ENSGALG00000046906			3	46514066	46521284	-1	lncRNA
ENSGALG00000049803			15	1826742	1837554	-1	lncRNA
ENSGALG00000048934			3	46526692	46552399	-1	lncRNA
ENSGALG00000049762			15	794566	800614	1	lncRNA
ENSGALG00000053780			3	46555432	46558435	-1	lncRNA
ENSGALG00000053900			3	46593154	46605426	1	lncRNA
ENSGALG00000051499			3	47351354	47500884	1	lncRNA
ENSGALG00000047562			3	47365036	47439826	1	lncRNA
ENSGALG00000051480			3	46670623	46682358	-1	lncRNA
ENSGALG00000050203			4	69599063	69617432	-1	lncRNA
ENSGALG00000047696			4	69653049	69655053	1	lncRNA
ENSGALG00000050609			4	69653897	69676708	-1	lncRNA
ENSGALG00000053564			4	69673679	69690762	-1	lncRNA
ENSGALG00000048576			4	69818923	69819965	-1	lncRNA
ENSGALG00000053293			3	46933874	46944268	1	lncRNA
ENSGALG00000051640			4	69857277	69874621	1	lncRNA
ENSGALG00000050033			3	46953567	46963039	-1	lncRNA
ENSGALG00000051306			4	69857872	69895929	1	lncRNA
ENSGALG00000052034			4	69962173	69985463	1	lncRNA
ENSGALG00000048323			4	70341164	70351936	1	lncRNA
ENSGALG00000048131			4	70370510	70379683	1	lncRNA
ENSGALG00000054727			4	70474283	70490887	-1	lncRNA
ENSGALG00000049571			4	70690525	70702223	1	lncRNA
ENSGALG00000049266			4	70734444	70739098	1	lncRNA
ENSGALG00000054267			4	70753276	70766274	1	lncRNA
ENSGALG00000051821			4	71236889	71249501	-1	lncRNA
ENSGALG00000047902			4	71244220	71246541	-1	lncRNA
ENSGALG00000053037			4	71448887	71452317	-1	lncRNA
ENSGALG00000048621			4	69647246	69652853	-1	lncRNA
ENSGALG00000051322			4	70836459	70857252	1	lncRNA
ENSGALG00000053142			Z	16187616	16189126	-1	lncRNA
ENSGALG00000047249			Z	16419056	16451893	-1	lncRNA
ENSGALG00000049691			Z	17182635	17231983	1	lncRNA
ENSGALG00000049789			Z	17332742	17346285	1	lncRNA
ENSGALG00000053372			1	42416117	42478558	-1	lncRNA
ENSGALG00000052715			1	43328218	43353900	-1	lncRNA
ENSGALG00000051987			1	43550131	43585479	1	lncRNA
ENSGALG00000054230			1	43765158	43835730	-1	lncRNA
ENSGALG00000052465			1	43767440	43799529	1	lncRNA
ENSGALG00000048464			1	43906792	43914560	-1	lncRNA
ENSGALG00000053995			Z	53116760	53176977	-1	lncRNA
ENSGALG00000051864			Z	53208247	53210348	1	lncRNA
ENSGALG00000044797			Z	53269472	53282009	-1	lncRNA
ENSGALG00000054498			Z	53503490	53510937	-1	lncRNA
ENSGALG00000050077			Z	53740685	53749506	-1	lncRNA
ENSGALG00000054760			4	67572583	67574532	-1	lncRNA
ENSGALG00000052293			4	67583265	67589719	-1	lncRNA
ENSGALG00000053056			4	67800871	67876027	1	lncRNA
ENSGALG00000048557			Z	54232806	54472565	-1	lncRNA
ENSGALG00000049556			4	67902838	67911754	1	lncRNA
ENSGALG00000047193			4	68096478	68102065	1	lncRNA
ENSGALG00000053619			4	68113067	68129424	1	lncRNA
ENSGALG00000049300			4	68249609	68253656	1	lncRNA
ENSGALG00000048905			4	68274283	68278026	1	lncRNA
ENSGALG00000053924			6	34517853	34519173	1	lncRNA
ENSGALG00000039074			4	68388976	68395232	1	lncRNA
ENSGALG00000040010			6	34545736	34558940	1	lncRNA
ENSGALG00000048218			4	68428327	68432801	-1	lncRNA
ENSGALG00000030155			4	68828411	68856574	1	lncRNA
ENSGALG00000055130			6	34828034	34871766	-1	lncRNA
ENSGALG00000047487			6	35213513	35215945	1	lncRNA
ENSGALG00000053426			4	68838100	68846163	1	lncRNA
ENSGALG00000054906			6	35223915	35230765	1	lncRNA
ENSGALG00000054403			4	68981285	68983209	-1	lncRNA
ENSGALG00000033282			6	35257619	35260427	1	lncRNA
ENSGALG00000055141			6	35438574	35440082	1	lncRNA
ENSGALG00000053319			4	69019836	69024426	-1	lncRNA
ENSGALG00000049203			6	35463957	35472680	1	lncRNA
ENSGALG00000053793			6	35515355	35536997	-1	lncRNA
ENSGALG00000054207			5	48069906	48075392	1	lncRNA
ENSGALG00000051269			4	67993120	67994630	1	lncRNA
ENSGALG00000053258			5	48073148	48078347	-1	lncRNA
ENSGALG00000048727			6	35612512	35621233	-1	lncRNA
ENSGALG00000054894			5	48391380	48396225	-1	lncRNA
ENSGALG00000054608			6	35900616	35914954	1	lncRNA
ENSGALG00000052029			5	48741110	48746689	1	lncRNA
ENSGALG00000051728			5	49039335	49058044	1	lncRNA
ENSGALG00000049489			6	36252510	36253991	-1	lncRNA
ENSGALG00000053427			5	49071827	49114093	1	lncRNA
ENSGALG00000053012			6	36337699	36339122	1	lncRNA
ENSGALG00000047452			5	49118522	49125179	1	lncRNA
ENSGALG00000047870			5	49146529	49154229	1	lncRNA
ENSGALG00000049175			6	36365820	36373407	1	lncRNA
ENSGALG00000047416			5	49196544	49211642	-1	lncRNA
ENSGALG00000050843			5	49217435	49263395	-1	lncRNA
ENSGALG00000049030			6	36366371	36373375	-1	lncRNA
ENSGALG00000052003			5	49321719	49394178	-1	lncRNA
ENSGALG00000053869			5	49402246	49406037	-1	lncRNA
ENSGALG00000050370			5	49423673	49461665	-1	lncRNA
ENSGALG00000051240			5	49465202	49547277	-1	lncRNA
ENSGALG00000053232			5	49513545	49535261	-1	lncRNA
ENSGALG00000048425			5	49668584	49673104	-1	lncRNA
ENSGALG00000050298			5	49685842	49698579	1	lncRNA
ENSGALG00000049330			4	77626648	77650120	1	lncRNA
ENSGALG00000047108			4	77689629	77776298	-1	lncRNA
ENSGALG00000050913			4	77847502	78015950	-1	lncRNA
ENSGALG00000047458			4	78053965	78056155	-1	lncRNA
ENSGALG00000051368			4	78098405	78177393	-1	lncRNA
ENSGALG00000053202			4	78188190	78193471	-1	lncRNA
ENSGALG00000052813			4	78263702	78275862	1	lncRNA
ENSGALG00000051927			4	78291271	78304110	-1	lncRNA
ENSGALG00000040015			4	79278653	79281441	1	lncRNA
ENSGALG00000050297			4	78210352	78221897	-1	lncRNA
ENSGALG00000051071			KZ626819.1	43621	48664	-1	lncRNA
ENSGALG00000031338			4	81413376	81416418	1	lncRNA
ENSGALG00000049366			4	81477363	81544047	1	lncRNA
ENSGALG00000053356			4	81478613	81482779	-1	lncRNA
ENSGALG00000049849			4	81666986	81671802	-1	lncRNA
ENSGALG00000029227			4	81683573	81748757	-1	lncRNA
ENSGALG00000054849			4	81782688	81795830	-1	lncRNA
ENSGALG00000050453			4	81798225	81843984	-1	lncRNA
ENSGALG00000046887			4	82398471	82413266	1	lncRNA
ENSGALG00000048837			4	82570404	82574369	-1	lncRNA
ENSGALG00000040710			4	82799542	82816120	1	lncRNA
ENSGALG00000047255			4	82960501	82963424	-1	lncRNA
ENSGALG00000051787			4	83101832	83104528	-1	lncRNA
ENSGALG00000054308			4	83208690	83213197	-1	lncRNA
ENSGALG00000048057			15	12112970	12151903	1	lncRNA
ENSGALG00000045173		down-regulated in colon cancer 1 [Source:NCBI gene;Acc:771569]	4	83199131	83213220	1	lncRNA
ENSGALG00000050682			15	12196520	12238799	1	lncRNA
ENSGALG00000054380			15	12255602	12334769	1	lncRNA
ENSGALG00000052978			15	12302354	12305286	1	lncRNA
ENSGALG00000054315			15	12342391	12385496	1	lncRNA
ENSGALG00000051351			15	12548009	12553634	-1	lncRNA
ENSGALG00000052717			15	12561819	12592144	1	lncRNA
ENSGALG00000032696			15	12853582	12856256	-1	lncRNA
ENSGALG00000049833			4	83199194	83205805	1	lncRNA
ENSGALG00000047254			4	83204189	83213220	1	lncRNA
ENSGALG00000053137			2	59952449	59971173	1	lncRNA
ENSGALG00000048137			2	60134235	60138923	1	lncRNA
ENSGALG00000039900			2	60571714	60591771	-1	lncRNA
ENSGALG00000051834			2	61061678	61063656	1	lncRNA
ENSGALG00000048959			2	61409231	61418880	-1	lncRNA
ENSGALG00000047189			2	61438985	61452882	1	lncRNA
ENSGALG00000049787			2	61767884	61780140	1	lncRNA
ENSGALG00000050088			2	61865249	61877126	-1	lncRNA
ENSGALG00000051299			2	61798018	61853929	-1	lncRNA
ENSGALG00000049502			2	61824387	61853279	-1	lncRNA
ENSGALG00000047294			2	59983793	60014463	1	lncRNA
ENSGALG00000053926			2	60893088	60937302	-1	lncRNA
ENSGALG00000052762			2	61019535	61054644	-1	lncRNA
ENSGALG00000048214			1	54136916	54168991	-1	lncRNA
ENSGALG00000051528			1	54732485	54743040	-1	lncRNA
ENSGALG00000048732			1	54975298	54979906	1	lncRNA
ENSGALG00000053154			1	54982805	55044149	1	lncRNA
ENSGALG00000048130			1	46227142	46239418	1	lncRNA
ENSGALG00000042203			1	46446417	46461733	-1	lncRNA
ENSGALG00000055033			1	55184224	55196969	-1	lncRNA
ENSGALG00000047296			1	55591844	55616126	1	lncRNA
ENSGALG00000019331			1	46556024	46577957	-1	lncRNA
ENSGALG00000051909			1	55653504	55681062	1	lncRNA
ENSGALG00000048001			1	53980544	54068135	-1	lncRNA
ENSGALG00000051273			AADN05001291.1	4210	23377	1	lncRNA
ENSGALG00000047349			AADN05001291.1	17230	32840	1	lncRNA
ENSGALG00000051953			AADN05001291.1	24995	46441	1	lncRNA
ENSGALG00000054481			17	4118695	4356969	1	lncRNA
ENSGALG00000047471			17	4001659	4138747	1	lncRNA
ENSGALG00000051712			17	4022219	4025084	1	lncRNA
ENSGALG00000034713			17	4038886	4077699	1	lncRNA
ENSGALG00000041690			13	7462908	7709896	1	lncRNA
ENSGALG00000052359			17	4041954	4112329	-1	lncRNA
ENSGALG00000050572			17	4180552	4335037	1	lncRNA
ENSGALG00000052315			13	7712371	7738317	1	lncRNA
ENSGALG00000047340			13	7831828	7835472	1	lncRNA
ENSGALG00000048714			17	4523726	4527243	-1	lncRNA
ENSGALG00000052125			13	8028614	8059440	1	lncRNA
ENSGALG00000047226			13	8314590	8321246	1	lncRNA
ENSGALG00000050579			17	4567234	4573952	-1	lncRNA
ENSGALG00000050993			13	8486353	8516219	-1	lncRNA
ENSGALG00000047021			17	4694289	4704351	-1	lncRNA
ENSGALG00000047417			13	8790945	8796797	-1	lncRNA
ENSGALG00000053963			17	4696495	4749927	1	lncRNA
ENSGALG00000049380			17	4771465	4777718	1	lncRNA
ENSGALG00000050749			13	8887045	8890955	1	lncRNA
ENSGALG00000050361			17	4839515	4852056	-1	lncRNA
ENSGALG00000047274			17	5080724	5086548	-1	lncRNA
ENSGALG00000052972			13	9154132	9157371	1	lncRNA
ENSGALG00000049018			13	9323563	9325948	-1	lncRNA
ENSGALG00000052792			13	9374939	9383799	1	lncRNA
ENSGALG00000046747			5	27919541	27925011	-1	lncRNA
ENSGALG00000052432			5	28066999	28070916	1	lncRNA
ENSGALG00000053591			5	28078361	28085050	-1	lncRNA
ENSGALG00000052644			5	28422946	28426555	1	lncRNA
ENSGALG00000054960			5	28556926	28570716	1	lncRNA
ENSGALG00000051107			5	28580068	28597602	1	lncRNA
ENSGALG00000054613			5	28752972	28762220	1	lncRNA
ENSGALG00000051208			5	28946389	28958126	-1	lncRNA
ENSGALG00000054058			5	28993339	29000340	-1	lncRNA
ENSGALG00000053905			5	29552699	29576754	-1	lncRNA
ENSGALG00000049391			5	29890542	30014722	1	lncRNA
ENSGALG00000053791			5	28066732	28085990	-1	lncRNA
ENSGALG00000048243			18	2256405	2259657	-1	lncRNA
ENSGALG00000050140			18	2356417	2358286	1	lncRNA
ENSGALG00000053038			18	2378204	2386260	1	lncRNA
ENSGALG00000048433			18	2419570	2431388	1	lncRNA
ENSGALG00000054626			18	2464042	2532709	-1	lncRNA
ENSGALG00000048088			18	2554245	2559351	-1	lncRNA
ENSGALG00000036514			18	2703603	2710776	-1	lncRNA
