geneSymbol	Chromosome	GeneStart	GeneEnd	GeneType	GeneName	GeneDescription	logFC_brain	logCPM_brain	Pvalue_brain	adjP_brain	logFC_gonad	logCPM_gonad	Pvalue_gonad	adjP_gonad
ENSCJPG00005010852	17	7186713	7197787	protein_coding	LHX6	LIM homeobox 6 [Source:NCBI gene;Acc:107321892]	-0.001147815	3.248666797	0.998947011	0.999994659	4.502216249	4.730791462	9.53E-42	1.38E-40
ENSCJPG00005010854	17	7200233	7209565	protein_coding	RBM18	RNA binding motif protein 18 [Source:NCBI gene;Acc:107321886]	-0.11740159	4.479909817	0.641097214	0.999994659	-0.783145382	5.037743656	0.000339083	0.000649385
ENSCJPG00005010855	17	7207562	7220204	protein_coding			-0.370956772	-0.61167797	0.585508981	0.999994659	-0.188373972	-1.131100335	0.798331346	0.828275773
ENSCJPG00005010856	17	7210669	7220276	protein_coding	MRRF	mitochondrial ribosome recycling factor [Source:NCBI gene;Acc:107321885]	-0.065606775	2.229220272	0.86913082	0.999994659	1.222676708	2.736413228	0.00010761	0.000219235
ENSCJPG00005010857	17	7226002	7234315	protein_coding	PTGS1	prostaglandin-endoperoxide synthase 1 [Source:NCBI gene;Acc:107321839]	-0.220988343	3.149429608	0.486421342	0.999994659	-2.627674275	2.423303258	3.36E-08	9.71E-08
ENSCJPG00005010858	17	7238918	7240262	protein_coding	PDCL	phosducin like [Source:NCBI gene;Acc:107321840]	-0.170657313	6.720237616	0.547599947	0.999994659	2.208575675	5.855335793	3.95E-35	4.58E-34
ENSCJPG00005010859	17	7240642	7240830	protein_coding			-0.103803958	4.831959268	0.729601335	0.999994659	2.242301104	4.08234464	5.20E-16	2.62E-15
ENSCJPG00005010860	17	7246617	7270751	protein_coding	RC3H2	ring finger and CCCH-type domains 2 [Source:NCBI gene;Acc:107321838]	-0.234069013	7.051343038	0.236310713	0.999994659	0.766019356	6.271327596	5.51E-06	1.29E-05
ENSCJPG00005010861	17	7258134	7258222	snoRNA	SNORD90	"small nucleolar RNA, C/D box 90 [Source:HGNC Symbol;Acc:HGNC:32751]"	2.540702395	-2.508111261	0.13728923	0.999994659	0.242043171	-2.72669411	0.868973814	0.889423522
ENSCJPG00005010862	17	7272306	7273589	protein_coding	ZBTB6	zinc finger and BTB domain containing 6 [Source:NCBI gene;Acc:107321836]	-0.021476547	4.29621688	0.933184268	0.999994659	0.882245388	3.143779405	0.002452104	0.004183833
ENSCJPG00005010863	17	7277920	7281385	protein_coding	ZBTB26	zinc finger and BTB domain containing 26 [Source:NCBI gene;Acc:107321835]	-0.034624752	3.741878734	0.901671439	0.999994659	1.288040361	4.48974262	9.79E-07	2.46E-06
ENSCJPG00005010864	17	7287463	7340103	protein_coding	RABGAP1	RAB GTPase activating protein 1 [Source:NCBI gene;Acc:107321834]	-0.111414927	7.588425624	0.552602358	0.999994659	-0.21782617	6.431025132	0.1628985	0.202976315
ENSCJPG00005010865	17	7361057	7414153	protein_coding	STRBP	spermatid perinuclear RNA binding protein [Source:NCBI gene;Acc:107321767]	-0.020482198	6.485355552	0.920485008	0.999994659	0.355652853	6.873442047	0.049237146	0.067994537
ENSCJPG00005010866	17	7415858	7478468	protein_coding		crumbs cell polarity complex component 2 [Source:NCBI gene;Acc:107321765]	0.1103761	4.398511857	0.675552525	0.999994659	-0.914700357	5.647249338	0.000146587	0.000293694
ENSCJPG00005010867	17	7485693	7675339	protein_coding	DENND1A	DENN domain containing 1A [Source:NCBI gene;Acc:107321766]	-0.045811719	6.044619691	0.853432944	0.999994659	-0.172262126	5.955980201	0.318420229	0.367911437
ENSCJPG00005010870	17	7675360	7689607	lncRNA			1.0073623	-2.073573915	0.400725764	0.999994659	2.859570131	-0.190690578	2.18E-06	5.30E-06
ENSCJPG00005010873	17	7701664	7721078	protein_coding	LHX2	LIM homeobox 2 [Source:NCBI gene;Acc:107321922]	0.408390064	3.220444497	0.510758362	0.999994659	3.166979058	2.586159701	0.001177114	0.002098371
ENSCJPG00005010875	17	7776914	7806118	lncRNA			-0.924910456	-2.411585733	0.520297272	0.999994659	0.322848119	-1.340180144	0.650707222	0.693952936
ENSCJPG00005010876	17	7823629	7854449	protein_coding	NEK6	NIMA related kinase 6 [Source:NCBI gene;Acc:107321937]	-0.118479299	4.463337142	0.695208884	0.999994659	-1.253320447	5.331331452	2.82E-11	1.04E-10
ENSCJPG00005010878	17	7857057	7877019	protein_coding	PSMB7	proteasome 20S subunit beta 7 [Source:NCBI gene;Acc:107321938]	0.142714489	6.936225043	0.476927914	0.999994659	0.636874529	6.938235083	0.000224556	0.000439062
ENSCJPG00005010881	17	7886503	7909098	protein_coding	ADGRD2	adhesion G protein-coupled receptor D2 [Source:NCBI gene;Acc:107321935]	-0.657373547	3.846614977	0.269711597	0.999994659	1.325663499	4.435926293	9.39E-05	0.00019279
ENSCJPG00005010885	17	7911789	7926148	protein_coding	NR5A1	nuclear receptor subfamily 5 group A member 1 [Source:NCBI gene;Acc:107321936]	2.206727405	-1.555346279	0.080908988	0.999994659	-2.244751659	5.213578755	2.79E-19	1.67E-18
ENSCJPG00005010886	17	7925610	7930576	protein_coding			-0.297570556	0.46992247	0.599554063	0.999994659	-0.365459967	0.123228774	0.44846047	0.499813629
ENSCJPG00005010887	17	7935556	8003235	protein_coding	NR6A1	nuclear receptor subfamily 6 group A member 1 [Source:NCBI gene;Acc:107321956]	-0.325243568	2.905338746	0.457123932	0.999994659	-0.630582264	2.54346572	0.051331653	0.070687658
ENSCJPG00005010889	17	7985975	7986059	miRNA	MIR181B2	microRNA 181b-2 [Source:HGNC Symbol;Acc:HGNC:31551]	-1.426536258	-2.324222437	0.30185044	0.999994659	-0.730286576	-2.089116397	0.460539966	0.511196969
ENSCJPG00005010890	17	8003266	8010005	protein_coding	OLFML2A	olfactomedin like 2A [Source:NCBI gene;Acc:107321957]	0.027321745	5.62359609	0.92655861	0.999994659	-2.624167791	4.88561579	2.86E-19	1.71E-18
ENSCJPG00005010891	17	8015113	8016126	protein_coding	RPL35	ribosomal protein L35 [Source:HGNC Symbol;Acc:HGNC:10344]	0.32525241	7.833466615	0.163109295	0.999994659	-0.679707688	8.179779922	1.15E-05	2.61E-05
ENSCJPG00005010894	17	8024886	8046572	protein_coding	SCAI	suppressor of cancer cell invasion [Source:NCBI gene;Acc:107321948]	-0.272536576	6.748005046	0.229341157	0.999994659	1.004265629	5.301444542	1.11E-06	2.77E-06
ENSCJPG00005010935	17	8052601	8065585	protein_coding	GOLGA1	golgin A1 [Source:NCBI gene;Acc:107321947]	-0.167505495	5.481255108	0.460204175	0.999994659	-0.052392304	5.402234548	0.780818791	0.812650124
ENSCJPG00005011066	17	8068916	8075888	protein_coding	ARPC5L	actin related protein 2/3 complex subunit 5 like [Source:NCBI gene;Acc:107321946]	-0.008692402	5.887839197	0.963192033	0.999994659	-0.610099842	6.064467598	0.000215097	0.000421898
ENSCJPG00005011067	17	8076054	8078198	protein_coding	RABEPK	Rab9 effector protein with kelch motifs [Source:NCBI gene;Acc:107321943]	0.097002112	5.159567889	0.641812029	0.999994659	2.263358235	6.213413167	1.07E-39	1.45E-38
ENSCJPG00005011068	17	8079323	8083211	protein_coding	HSPA5	"Coturnix japonica heat shock protein family A (Hsp70) member 5 (HSPA5), mRNA. [Source:RefSeq mRNA;Acc:NM_001323199]"	0.24466205	9.510994482	0.320152631	0.999994659	-0.943769342	10.02919836	1.31E-07	3.58E-07
ENSCJPG00005011072	17	8091144	8113835	protein_coding	GAPVD1	GTPase activating protein and VPS9 domains 1 [Source:NCBI gene;Acc:107321941]	0.008451161	7.04192472	0.966985802	0.999994659	-0.610337239	6.778356127	7.13E-05	0.000148303
ENSCJPG00005011073	17	8129545	8204929	protein_coding	MAPKAP1	MAPK associated protein 1 [Source:NCBI gene;Acc:107321932]	-0.016439388	5.414149004	0.935819273	0.999994659	-1.775291556	5.58188156	4.33E-19	2.56E-18
ENSCJPG00005011074	17	8213970	8306986	protein_coding	PBX3	PBX homeobox 3 [Source:NCBI gene;Acc:107321934]	0.226995812	5.962512631	0.410006303	0.999994659	-1.083426601	4.8151245	4.31E-06	1.02E-05
ENSCJPG00005011075	17	8331456	8338326	lncRNA			0.531414802	-1.800069848	0.596115375	0.999994659	-1.239714423	-1.898843375	0.187264773	0.230501857
ENSCJPG00005011076	17	8445061	8489913	protein_coding	MVB12B	multivesicular body subunit 12B [Source:NCBI gene;Acc:107321955]	0.146628305	6.544136761	0.697195241	0.999994659	-0.408924525	5.65742904	0.032264633	0.046002766
ENSCJPG00005011081	17	8501702	8511474	lncRNA			-2.713587985	-2.511527531	0.093226221	0.999994659	2.239095172	0.395020118	0.001426889	0.002510342
ENSCJPG00005011082	17	8528086	8540340	lncRNA			-1.583574558	-0.996290485	0.0777875	0.999994659	3.626468663	-0.012411609	9.19E-09	2.80E-08
ENSCJPG00005011083	17	8540361	8633180	protein_coding	LMX1B	LIM homeobox transcription factor 1 beta [Source:NCBI gene;Acc:107321958]	-1.352074956	0.478464756	0.099309226	0.999994659	5.25830836	2.550387793	4.38E-17	2.34E-16
ENSCJPG00005011084	17	8743496	8744890	protein_coding	ZBTB43	zinc finger and BTB domain containing 43 [Source:NCBI gene;Acc:107321954]	-0.091909946	4.392740239	0.774664338	0.999994659	-0.900920832	4.245750696	0.000130797	0.000263734
ENSCJPG00005011085	17	8756340	8757914	protein_coding	ZBTB34	zinc finger and BTB domain containing 34 [Source:NCBI gene;Acc:107321953]	-0.226291428	4.300983698	0.382922128	0.999994659	-0.205040211	3.599041247	0.445768588	0.497154687
ENSCJPG00005011086	17	8774108	8875891	protein_coding	RALGPS1	Ral GEF with PH domain and SH3 binding motif 1 [Source:NCBI gene;Acc:107321925]	-0.093977327	6.255502576	0.647357135	0.999994659	0.265412237	4.751395124	0.1865116	0.229736593
ENSCJPG00005011088	17	8796654	8805628	protein_coding	ANGPTL2	angiopoietin like 2 [Source:NCBI gene;Acc:107321926]	0.154221162	5.008593911	0.78148667	0.999994659	-2.43308034	5.336284395	4.09E-29	3.76E-28
ENSCJPG00005011089	17	8881990	8889218	protein_coding	FBXW2	F-box and WD repeat domain containing 2 [Source:NCBI gene;Acc:107321929]	-0.067219741	6.19376896	0.742418939	0.999994659	-0.603165227	5.443213121	0.001515052	0.002655969
ENSCJPG00005011090	17	8891045	8899200	protein_coding	SLC2A8	solute carrier family 2 member 8 [Source:NCBI gene;Acc:107321928]	-0.131651864	4.500434478	0.612729848	0.999994659	-0.101840801	4.384724803	0.701749083	0.742129187
ENSCJPG00005011091	17	8899069	8941881	protein_coding	GARNL3	GTPase activating Rap/RanGAP domain like 3 [Source:NCBI gene;Acc:107321950]	-0.059277245	6.533385801	0.798189492	0.999994659	0.988095955	5.815480359	3.92E-07	1.02E-06
ENSCJPG00005011096	17	8959654	8961416	lncRNA			-0.529309729	-0.510671742	0.507445891	0.999994659	8.156970502	5.097470053	8.58E-113	4.91E-111
ENSCJPG00005011097	17	8961437	8962814	lncRNA			-0.474223258	-1.428605825	0.580161191	0.999994659	7.55050661	4.436457163	1.85E-72	5.66E-71
ENSCJPG00005002264	19	17321	22548	protein_coding	DDX25	ATP-dependent RNA helicase DDX25-like [Source:NCBI gene;Acc:107322714]	-0.963828052	-1.613699537	0.357615227	0.999994659	9.056116192	6.854997218	3.92E-158	4.60E-156
ENSCJPG00005002266	19	19158	20369	protein_coding			-2.010548878	-2.605987706	0.214128489	0.999994659	5.752918415	-1.640515459	1.92E-06	4.69E-06
ENSCJPG00005002289	19	24410	45416	protein_coding		cell division cycle associated 8 [Source:NCBI gene;Acc:107322604]	0.009390802	5.483743122	0.965491734	0.999994659	2.100282213	7.898125839	3.25E-21	2.14E-20
ENSCJPG00005004021	19	48252	49150	protein_coding	NAA38	"N(alpha)-acetyltransferase 38, NatC auxiliary subunit [Source:NCBI gene;Acc:107322602]"	0.136178192	4.37102765	0.550720295	0.999994659	1.80420624	5.000100003	4.25E-18	2.40E-17
ENSCJPG00005004023	19	51470	56047	protein_coding		fibrinogen-like protein 1-like protein [Source:NCBI gene;Acc:107322606]	-0.227952431	4.859307348	0.365139172	0.999994659	2.669612657	4.082890013	1.29E-13	5.58E-13
ENSCJPG00005004024	19	57526	59514	protein_coding		fibrinogen-like protein 1-like protein [Source:NCBI gene;Acc:107322600]	-0.186026297	-0.531743198	0.755304034	0.999994659	1.456896664	-0.795732761	0.066597595	0.090128276
ENSCJPG00005004028	19	63900	64986	protein_coding			-0.870645532	-1.29655451	0.243641073	0.999994659	-1.134592251	-0.606492297	0.168429754	0.209328523
ENSCJPG00005004030	19	65980	67590	protein_coding	VPS37D	VPS37D subunit of ESCRT-I [Source:NCBI gene;Acc:107322418]	-0.119133253	4.929404375	0.582829307	0.999994659	-0.884255421	1.01399456	0.07424695	0.099531684
ENSCJPG00005004031	19	71025	72301	protein_coding	DNAJC30	DnaJ heat shock protein family (Hsp40) member C30 [Source:HGNC Symbol;Acc:HGNC:16410]	-0.093479922	2.557800811	0.800457453	0.999994659	2.375191559	3.878289926	3.18E-13	1.34E-12
ENSCJPG00005004033	19	71767	76098	protein_coding	BUD23	BUD23 rRNA methyltransferase and ribosome maturation factor [Source:NCBI gene;Acc:107322661]	0.014256141	4.300952259	0.950780492	0.999994659	0.61237883	5.35117104	0.001596172	0.002787248
ENSCJPG00005004040	19	75324	75460	scaRNA			-0.557613094	-0.822575249	0.489862976	0.999994659	-0.604403813	-1.043864342	0.349526303	0.400530142
ENSCJPG00005004041	19	79764	106102	protein_coding	STX1A	syntaxin 1A [Source:NCBI gene;Acc:107322660]	-0.276933725	8.196157005	0.263443986	0.999994659	-1.93533229	2.00717233	1.18E-06	2.95E-06
ENSCJPG00005004042	19	113283	121198	protein_coding	MKS1	MKS transition zone complex subunit 1 [Source:NCBI gene;Acc:107322682]	0.168411622	4.62865857	0.490466196	0.999994659	1.962172946	4.802833024	1.92E-10	6.63E-10
ENSCJPG00005004050	19	124294	125527	protein_coding			-0.179284629	4.353538178	0.479043875	0.999994659	-0.409834646	4.249337168	0.088058978	0.115442294
ENSCJPG00005004052	19	126107	129562	protein_coding	TBL2	transducin beta like 2 [Source:NCBI gene;Acc:107322686]	-0.13431875	4.671047333	0.649797814	0.999994659	0.52735008	5.965989411	0.3680077	0.419433214
ENSCJPG00005004057	19	129451	143420	protein_coding	MLXIPL	MLX interacting protein like [Source:NCBI gene;Acc:107322684]	0.899915231	0.799393484	0.087430165	0.999994659	0.421287393	2.671016466	0.294800521	0.344178623
ENSCJPG00005004246	19	146582	179638	protein_coding	BAZ1B	bromodomain adjacent to zinc finger domain 1B [Source:NCBI gene;Acc:107322626]	-0.166900715	7.861411366	0.450687941	0.999994659	-2.030452758	7.741777847	5.85E-43	8.83E-42
ENSCJPG00005004249	19	182687	185797	protein_coding	FZD9	frizzled class receptor 9 [Source:NCBI gene;Acc:107322713]	-0.2711292	5.907320831	0.434224817	0.999994659	0.936113197	4.368715083	0.000348483	0.000666179
ENSCJPG00005004250	19	196329	202681	protein_coding	FKBP6	FKBP prolyl isomerase 6 [Source:NCBI gene;Acc:107322697]	0.649222564	1.962107151	0.228221617	0.999994659	-0.94393882	5.11573463	1.01E-05	2.30E-05
ENSCJPG00005004253	19	204553	207946	protein_coding	TRIM50	tripartite motif containing 50 [Source:NCBI gene;Acc:107322696]	0.796332028	2.354743267	0.097253486	0.999994659	-0.967725609	1.51734908	0.072538734	0.097570992
ENSCJPG00005004262	19	206762	210857	protein_coding	NSUN5	NOP2/Sun RNA methyltransferase 5 [Source:NCBI gene;Acc:107322639]	-0.158299878	4.303078671	0.530214188	0.999994659	-2.157395766	4.758161519	4.17E-23	2.98E-22
ENSCJPG00005004264	19	212937	221443	protein_coding		POM121 transmembrane nucleoporin [Source:NCBI gene;Acc:107322637]	0.074245411	4.772381392	0.754583352	0.999994659	1.60553265	6.731318851	1.87E-25	1.49E-24
ENSCJPG00005004267	19	223916	248827	protein_coding	HIP1	huntingtin interacting protein 1 [Source:NCBI gene;Acc:107322638]	0.010884377	7.228091464	0.958284951	0.999994659	2.440377736	7.688039142	4.93E-46	8.24E-45
ENSCJPG00005004275	19	263780	264421	protein_coding		C-C motif chemokine 4 homolog [Source:NCBI gene;Acc:107322695]	1.771434227	-2.613114289	0.283988831	0.999994659	5.56301795	-1.751750601	7.55E-06	1.74E-05
ENSCJPG00005004276	19	264135	269824	protein_coding		E3 ubiquitin-protein ligase TRIM58-like [Source:NCBI gene;Acc:107322694]	0.513385425	4.818295854	0.243242148	0.999994659	-0.296489311	3.924921554	0.343656303	0.394748202
ENSCJPG00005004278	19	272731	273453	protein_coding		C-C motif chemokine 4 homolog [Source:NCBI gene;Acc:107322623]	-1.942090527	-2.614728557	0.221888271	0.999994659	-2.319372667	-1.105169192	0.008368984	0.013164663
ENSCJPG00005004280	19	277312	278365	protein_coding		C-C motif chemokine 4-like [Source:NCBI gene;Acc:107322625]	0.626850515	-2.143430689	0.591559451	0.999994659	-4.18997242	0.969734447	9.70E-05	0.000198736
ENSCJPG00005004281	19	280923	283028	protein_coding	CCL5	C-C motif chemokine 5-like [Source:NCBI gene;Acc:107322624]	0.265590964	-1.103548125	0.718267371	0.999994659	-0.811074323	-1.261696413	0.247757363	0.294041706
ENSCJPG00005004283	19	283329	293012	protein_coding		1-acyl-sn-glycerol-3-phosphate acyltransferase alpha-like [Source:NCBI gene;Acc:107322622]	0.046153094	1.490076177	0.906452293	0.999994659	-1.26864126	0.292558802	0.048738408	0.067338447
ENSCJPG00005004303	19	292285	322400	protein_coding		TSPO associated protein 1 [Source:NCBI gene;Acc:107322620]	-0.054673464	9.205384632	0.792702442	0.999994659	0.556406391	6.340890578	0.002826332	0.004776143
ENSCJPG00005004314	19	332631	332722	miRNA	MIR142	microRNA 142 [Source:HGNC Symbol;Acc:HGNC:31529]	-2.794454752	-2.500106107	0.086989672	0.999994659	-1.342435813	-2.458259246	0.307592133	0.356443199
ENSCJPG00005004315	19	341286	342582	protein_coding	SUPT4H1	"SPT4 homolog, DSIF elongation factor subunit [Source:NCBI gene;Acc:107322721]"	0.143933757	5.756385331	0.463756108	0.999994659	-0.740224356	4.473198934	0.014448457	0.021901682
ENSCJPG00005004317	19	345306	377131	protein_coding		ring finger protein 43 [Source:NCBI gene;Acc:107322664]	-0.280921063	0.888591593	0.629254059	0.999994659	0.596394466	1.963037038	0.344684055	0.395736161
ENSCJPG00005004318	19	382369	393532	protein_coding	HSF5	heat shock transcription factor 5 [Source:NCBI gene;Acc:107322665]	0.331507603	-1.053262316	0.658850313	0.999994659	8.296087542	7.948736246	3.91E-150	3.97E-148
ENSCJPG00005004330	19	398582	420003	protein_coding	MTMR4	myotubularin related protein 4 [Source:NCBI gene;Acc:107322630]	-0.051728646	7.287413097	0.797660914	0.999994659	-1.354218368	5.698277057	1.95E-10	6.70E-10
ENSCJPG00005004334	19	414923	421923	protein_coding			-0.799091554	-2.216667793	0.52756154	0.999994659	5.432806041	0.084809983	4.33E-13	1.80E-12
ENSCJPG00005004336	19	429098	432640	protein_coding		caspase-1-like [Source:NCBI gene;Acc:107322632]	0.064928466	3.363300543	0.838548115	0.999994659	-0.196675257	4.512287733	0.474792487	0.525197696
ENSCJPG00005004338	19	433615	435445	protein_coding	ABHD11	abhydrolase domain containing 11 [Source:NCBI gene;Acc:107322633]	0.236415518	4.185082046	0.537612031	0.999994659	2.654014345	6.205779808	5.08E-28	4.46E-27
ENSCJPG00005004339	19	437260	437904	protein_coding	CLDN3	claudin 3 [Source:NCBI gene;Acc:107322722]	-0.080955518	0.610550373	0.932349189	0.999994659	4.244873242	2.023003266	1.22E-08	3.67E-08
ENSCJPG00005004340	19	443736	444365	protein_coding	CLDN4	claudin-4-like [Source:NCBI gene;Acc:107322708]	0.395891843	-0.636989263	0.755176711	0.999994659	4.067267673	-2.435414762	0.006384135	0.010216317
ENSCJPG00005004341	19	446722	447366	protein_coding		claudin-4-like [Source:NCBI gene;Acc:107322710]	-1.680805	-0.258341143	0.098825481	0.999994659	3.761211964	-2.526727607	0.01458699	0.022076861
ENSCJPG00005004343	19	448747	449728	protein_coding	METTL27	methyltransferase like 27 [Source:NCBI gene;Acc:107322709]	-0.754377313	3.454920369	0.247228216	0.999994659	2.711382029	2.066267617	5.48E-08	1.55E-07
ENSCJPG00005004345	19	517464	519962	protein_coding			-0.27720348	0.561681528	0.648676593	0.999994659	-6.339205351	3.142510701	1.83E-35	2.15E-34
ENSCJPG00005004347	19	520763	522090	lncRNA			0.518365243	-0.20782335	0.40988266	0.999994659	-5.388371019	2.686065383	3.19E-16	1.62E-15
ENSCJPG00005004349	19	524610	527939	lncRNA			0.211897992	1.54991615	0.623122054	0.999994659	-3.592463287	4.39959207	2.31E-29	2.15E-28
ENSCJPG00005004351	19	528714	536707	protein_coding	LIMK1	LIM domain kinase 1 [Source:NCBI gene;Acc:107322610]	0.018964182	5.386926268	0.943654463	0.999994659	0.367490072	5.090400493	0.129954364	0.165282348
ENSCJPG00005004359	19	537112	538275	lncRNA			0.81936562	-1.584158262	0.407654869	0.999994659	13.84876226	5.89481249	1.77E-190	2.99E-188
ENSCJPG00005004366	19	538407	550312	protein_coding		septin 4 [Source:NCBI gene;Acc:107322607]	-0.903473582	7.583369096	0.210929455	0.999994659	4.493512634	6.236658234	3.91E-105	2.04E-103
ENSCJPG00005004623	19	552285	556956	protein_coding		coiled-coil domain containing 183 [Source:NCBI gene;Acc:107322611]	-2.088868495	-1.364760087	0.10120668	0.999994659	13.3286252	7.11488975	5.95E-286	2.93E-283
ENSCJPG00005004624	19	559363	561973	protein_coding	SBDS	SBDS ribosome maturation factor [Source:NCBI gene;Acc:107322612]	0.158883595	6.371736173	0.413770259	0.999994659	1.029448504	6.654606043	2.36E-10	8.08E-10
ENSCJPG00005004625	19	562130	605535	protein_coding		S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase-like [Source:NCBI gene;Acc:107322608]	0.092244084	4.607104306	0.742585651	0.999994659	0.28649157	5.700901832	0.296317354	0.345802514
ENSCJPG00005004626	19	633778	706141	protein_coding	CALN1	calneuron 1 [Source:NCBI gene;Acc:107322675]	0.132960615	5.420238269	0.575758427	0.999994659	2.57924881	1.661793766	5.38E-06	1.26E-05
ENSCJPG00005004631	19	733049	903300	protein_coding	GALNT17	polypeptide N-acetylgalactosaminyltransferase 17 [Source:NCBI gene;Acc:107322690]	-0.133192886	9.239294816	0.488723232	0.999994659	-2.210588201	5.026856207	5.66E-05	0.000119283
ENSCJPG00005004641	19	907015	1428493	protein_coding	AUTS2	activator of transcription and developmental regulator AUTS2 [Source:NCBI gene;Acc:107322672]	0.017917213	6.231968463	0.937139986	0.999994659	-0.570774739	4.784128472	0.012910754	0.019738853
ENSCJPG00005004663	19	1277880	1278426	protein_coding			-1.465365443	-2.313678133	0.290644436	0.999994659	5.994463633	-1.461352952	8.42E-06	1.93E-05
ENSCJPG00005004672	19	1665547	1670820	protein_coding			1.771434227	-2.613114289	0.283988831	0.999994659	-1.046298327	-2.226267049	0.353909469	0.404941708
ENSCJPG00005004674	19	1674876	1701110	lncRNA			0.074003825	-1.92982973	0.945090732	0.999994659	0.560175774	-1.734202007	0.609236745	0.655214947
ENSCJPG00005004678	19	1801086	1864776	protein_coding		cytosolic arginine sensor for mTORC1 subunit 2 [Source:NCBI gene;Acc:107322659]	0.06232015	5.28251009	0.764426891	0.999994659	-0.910212903	4.157969519	0.000120289	0.000243594
ENSCJPG00005004730	19	1870822	1880688	protein_coding	RCC1L	RCC1 like [Source:NCBI gene;Acc:107322657]	0.060883674	3.998006834	0.834462534	0.999994659	-2.587926559	4.558625722	6.17E-29	5.63E-28
ENSCJPG00005004840	19	1881430	1886996	protein_coding	NCF1	neutrophil cytosolic factor 1 [Source:NCBI gene;Acc:107322658]	-0.192275248	0.480066425	0.694495849	0.999994659	-1.097193111	2.257074295	0.003304676	0.005521868
ENSCJPG00005004854	19	1889551	1910487	protein_coding	GTF2I	general transcription factor IIi [Source:NCBI gene;Acc:107322678]	0.067370375	6.807723797	0.743381193	0.999994659	-0.862583777	6.987354616	5.88E-08	1.66E-07
ENSCJPG00005008090	19	1914998	1947510	protein_coding	GTF2IRD1	GTF2I repeat domain containing 1 [Source:NCBI gene;Acc:107322667]	0.133046153	5.883353282	0.683654408	0.999994659	-0.552976013	4.283974643	0.02476308	0.036088655
ENSCJPG00005008240	19	1970103	1997314	protein_coding	CLIP2	CAP-Gly domain containing linker protein 2 [Source:NCBI gene;Acc:107322483]	-0.023136722	7.500956774	0.904569768	0.999994659	0.177157453	6.890624522	0.45870779	0.509575184
ENSCJPG00005008883	19	2019306	2023717	protein_coding	RFC2	replication factor C subunit 2 [Source:NCBI gene;Acc:107322486]	-0.044639036	4.361063733	0.868821358	0.999994659	0.057578294	4.672724463	0.80634893	0.835106768
ENSCJPG00005008884	19	2039725	2047925	protein_coding	EIF4H	eukaryotic translation initiation factor 4H [Source:NCBI gene;Acc:107322487]	0.030243337	7.667406271	0.881898125	0.999994659	0.665126163	7.995837851	1.36E-05	3.05E-05
ENSCJPG00005008886	19	2048604	2084139	protein_coding	MYBBP1A	MYB binding protein 1a [Source:NCBI gene;Acc:107322481]	0.115003566	5.541477818	0.604101507	0.999994659	1.619849989	7.282005429	9.38E-05	0.000192647
ENSCJPG00005008892	19	2099450	2177775	protein_coding	SPNS2	protein spinster homolog 2-like [Source:NCBI gene;Acc:107322485]	-0.456537591	4.814528749	0.265422521	0.999994659	4.29694587	5.228551372	2.83E-74	8.95E-73
ENSCJPG00005008893	19	2203162	2224323	protein_coding	SPNS3	sphingolipid transporter 3 (putative) [Source:NCBI gene;Acc:107322727]	-0.648673594	-0.209269313	0.309010019	0.999994659	2.351122768	1.46239518	1.01E-06	2.54E-06
ENSCJPG00005008909	19	2223927	2241652	protein_coding	UBE2G1	ubiquitin conjugating enzyme E2 G1 [Source:NCBI gene;Acc:107322507]	-0.063832742	5.56641705	0.76386843	0.999994659	-0.447713468	5.67276842	0.00880929	0.013814324
ENSCJPG00005008910	19	2244799	2265922	protein_coding	ANKFY1	ankyrin repeat and FYVE domain containing 1 [Source:NCBI gene;Acc:107322505]	-0.037343449	6.694762258	0.855899102	0.999994659	-1.500962473	7.809834468	1.03E-15	5.09E-15
ENSCJPG00005008968	19	2270412	2272904	protein_coding			-0.521011578	2.422630082	0.200894101	0.999994659	-0.13743616	3.062871309	0.728569548	0.766696416
ENSCJPG00005008969	19	2274193	2318172	protein_coding	ZZEF1	zinc finger ZZ-type and EF-hand domain containing 1 [Source:NCBI gene;Acc:107322504]	-0.007463489	6.951348417	0.973258632	0.999994659	0.528395327	7.099581378	0.000940885	0.001698044
ENSCJPG00005009291	19	2331386	2362053	protein_coding	ATP2A3	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3 [Source:NCBI gene;Acc:107322650]	0.193185375	8.470624214	0.765702042	0.999994659	-2.833996136	4.457502613	2.74E-18	1.56E-17
ENSCJPG00005009310	19	2368380	2375153	protein_coding	P2RX1	purinergic receptor P2X 1 [Source:NCBI gene;Acc:107322652]	0.558618444	1.454309027	0.536692682	0.999994659	4.838010191	5.694456015	1.58E-50	3.04E-49
ENSCJPG00005009311	19	2406556	2439045	protein_coding	CAMKK1	calcium/calmodulin dependent protein kinase kinase 1 [Source:NCBI gene;Acc:107322565]	-0.271772245	6.796687754	0.36574965	0.999994659	3.237527095	6.81642613	2.12E-15	1.03E-14
ENSCJPG00005009312	19	2442967	2443599	protein_coding	MIS12	MIS12 kinetochore complex component [Source:NCBI gene;Acc:107322570]	0.166967669	2.697754768	0.812218466	0.999994659	0.111900052	4.934439505	0.641011796	0.685019221
