Gene stable ID	Gene name	Gene description	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene type	logFC	logCPM	LR	PValue	FDR
ENSGALG00000032342	MIGA2	mitoguardin 2 [Source:NCBI gene;Acc:427765]	17	5757926	5770107	1	protein_coding	-0.132887585457948	-0.0292394952129617	0.0361077721576102	0.849293104172732	0.881464607937263
ENSGALG00000032349	CDH5	cadherin 5 [Source:NCBI gene;Acc:374068]	11	11518646	11547898	-1	protein_coding	-1.78578161367974	3.92036672387507	146.28702489231	1.1235531854283e-33	1.19601967796214e-32
ENSGALG00000032361	STXBP5L	syntaxin binding protein 5 like [Source:NCBI gene;Acc:418327]	1	80274239	80460066	-1	protein_coding	1.63207453006822	0.0609610627235727	5.3384108809097	0.0208604809878026	0.0357279054534431
ENSGALG00000032365	CEBPG	CCAAT/enhancer binding protein gamma [Source:NCBI gene;Acc:395800]	11	10310202	10315738	1	protein_coding	-0.00775747360690837	5.4615761999934	0.0098053360647774	0.921120884337314	0.942818247825569
ENSGALG00000032366	MEF2A	myocyte enhancer factor 2A [Source:NCBI gene;Acc:395670]	10	17440756	17515525	1	protein_coding	-1.35761025838452	4.38279974322197	126.304530554933	2.63740811077359e-29	2.46335246215327e-28
ENSGALG00000032372	CYB5R2	cytochrome b5 reductase 2 [Source:NCBI gene;Acc:408182]	5	7654194	7673796	-1	protein_coding	1.20776341908244	6.21835290903413	369.973518011883	1.89653147975171e-82	5.09589762820241e-81
ENSGALG00000032382	UBA5	ubiquitin like modifier activating enzyme 5 [Source:NCBI gene;Acc:414879]	2	42275736	42283282	1	protein_coding	-0.584438288477208	0.717002123412531	1.52111820497198	0.217450353903933	0.284747674471749
ENSGALG00000032386	DCLK2	doublecortin like kinase 2 [Source:NCBI gene;Acc:422473]	4	32762154	32837984	1	protein_coding	0.933189451888499	1.32035246861321	6.50500688018918	0.0107571147823424	0.0196521834190798
ENSGALG00000032398	ASPM	abnormal spindle microtubule assembly [Source:NCBI gene;Acc:424354]	8	2987284	3025151	1	protein_coding	-0.134040261955514	6.73719820042802	6.95126640968998	0.0083759918618297	0.0155992856974709
ENSGALG00000032400	UTP23	UTP23, small subunit processome component [Source:NCBI gene;Acc:420287]	2	135510776	135515223	1	protein_coding	0.691719914474581	6.25871819296487	131.39256858609	2.03177793329357e-30	1.97565539597532e-29
ENSGALG00000032402	VSTM2B	V-set and transmembrane domain containing 2B [Source:NCBI gene;Acc:101751621]	11	8324532	8326905	1	protein_coding	3.48277962622164	-0.5911172891389	7.10903309031257	0.00766964681049545	0.0143704187203139
ENSGALG00000032403	MHM2	male hypermethylated region 2 [Source:NCBI gene;Acc:110224118]	25	3293488	3294274	-1	protein_coding	-3.14753452761307	-0.661508995249296	5.40517100872878	0.0200771814743575	0.0345084934318919
ENSGALG00000032404	MYH1C	myosin, heavy chain 1C, skeletal muscle (similar to human myosin, heavy chain 1, skeletal muscle, adult) [Source:NCBI gene;Acc:417310]	18	609685	626955	-1	protein_coding	1.60212126171356	-0.89597304866235	1.42185626307543	0.23309811279754	0.297087924697506
ENSGALG00000032410	CBFA2T3	CBFA2/RUNX1 translocation partner 3 [Source:NCBI gene;Acc:415846]	11	18525292	18544326	-1	protein_coding	-2.01543136854397	4.2667464811407	227.360803333672	2.24347650466137e-51	3.67546872427881e-50
ENSGALG00000032413	NADK	NAD kinase [Source:NCBI gene;Acc:419403]	21	1976366	1999141	1	protein_coding	-2.15408371586184	5.59276417772923	634.651645610154	4.86560576905951e-140	2.54107974530601e-138
ENSGALG00000032415	SEZ6L	seizure related 6 homolog like [Source:NCBI gene;Acc:416906]	15	7396827	7423399	1	protein_coding	1.60212126171356	-0.89597304866235	1.42185626307543	0.23309811279754	0.297087924697506
ENSGALG00000032418	RAB26	RAB26, member RAS oncogene family [Source:NCBI gene;Acc:416554]	14	6793587	6812759	1	protein_coding	-1.30871782944895	2.12507253891751	22.8514556386657	1.75016729397425e-06	5.28901412066546e-06
ENSGALG00000032419	STARD8	StAR related lipid transfer domain containing 8 [Source:HGNC Symbol;Acc:HGNC:19161]	4	558434	599298	1	protein_coding	1.91457862626996	-0.524003235409428	3.05375365595814	0.080550773540695	0.119774691370198
ENSGALG00000032420	DPAGT1	dolichyl-phosphate N-acetylglucosaminephosphotransferase 1 [Source:NCBI gene;Acc:419699]	24	59463	64835	1	protein_coding	-0.0621335947213068	5.98809453690446	0.90179979347627	0.342299578384605	0.407070826379127
ENSGALG00000032428		chromosome 11 open reading frame, human C19orf12-like [Source:NCBI gene;Acc:100858381]	11	8389347	8396105	-1	protein_coding	-1.35557534083558	0.540120758941128	6.3073188704319	0.0120240538006641	0.0217701130336243
ENSGALG00000032430	IPO5	RAN binding protein 6 [Source:NCBI gene;Acc:418783]	1	146550352	146587988	-1	protein_coding	-0.396503729304628	6.32195683453893	45.5301759112193	1.50305256592744e-11	6.65868448561405e-11
ENSGALG00000032440	QPCT	glutaminyl-peptide cyclotransferase [Source:NCBI gene;Acc:421479]	3	33691214	33705352	1	protein_coding	0.305701426324599	5.40785308272048	14.6301662505496	0.000130803921682639	0.000321987790395591
ENSGALG00000032452	GAS7	growth arrest specific 7 [Source:NCBI gene;Acc:417305]	18	207371	310620	-1	protein_coding	1.23146724879857	3.9053654350785	77.0341567774399	1.68026709332167e-18	1.05779802751048e-17
ENSGALG00000032456	COII	Cytochrome c oxidase subunit 2  [Source:UniProtKB/Swiss-Prot;Acc:P18944]	MT	8331	9014	1	protein_coding	-0.170340394675181	13.0823465631952	8511.57743443235	0	0
ENSGALG00000032458	RABL2A	RAB, member of RAS oncogene family-like 2A [Source:NCBI gene;Acc:426865]	1	387716	392295	1	protein_coding	1.23231754311084	4.39818958544156	109.240111112278	1.43771165291799e-25	1.19173654449029e-24
ENSGALG00000032465	ATP8	ATP synthase F0 subunit 8 [Source:NCBI gene;Acc:39116937]	MT	9085	9249	1	protein_coding	-0.92195364496321	2.06094735422182	11.361313963107	0.000749897536145594	0.00167071389648147
ENSGALG00000032468	SNX17	sorting nexin 17 [Source:NCBI gene;Acc:421990]	3	104430412	104436337	-1	protein_coding	0.0600405384274842	6.12575225489284	0.92572508186524	0.335976229171145	0.401377156822473
ENSGALG00000032469	ARHGAP45	Rho GTPase activating protein 45 [Source:NCBI gene;Acc:420102]	28	3019600	3031885	1	protein_coding	0.257046955024198	2.63862079846192	1.44603218188096	0.229165691103396	0.297087924697506
ENSGALG00000032496	SIRT3	sirtuin 3 [Source:NCBI gene;Acc:422988]	5	1847182	1851872	1	protein_coding	-0.217403925663325	3.92043639229398	2.61220232818413	0.106044399924295	0.149453681079166
ENSGALG00000032502	HPS5	HPS5 biogenesis of lysosomal organelles complex 2 subunit 2 [Source:NCBI gene;Acc:107048993]	5	12693358	12712111	-1	protein_coding	-0.539579796098329	2.08264372993556	4.09997687145442	0.0428838001595989	0.0685992799792031
ENSGALG00000032506	GEM	GTP binding protein overexpressed in skeletal muscle [Source:NCBI gene;Acc:404771]	2	125926904	125935308	-1	protein_coding	-1.58180009037876	3.74101819022516	104.885245422204	1.29418059359508e-24	1.03571690094617e-23
ENSGALG00000032518	NCALD	neurocalcin delta [Source:NCBI gene;Acc:396048]	2	128779644	128829568	-1	protein_coding	-1.36883760514823	2.92942243123427	45.2721651862592	1.71468888161668e-11	7.56312415507691e-11
ENSGALG00000032526	B3GNT5	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5 [Source:NCBI gene;Acc:424960]	9	16457646	16473512	-1	protein_coding	-0.499354461292287	3.27864536209992	8.57868782184825	0.00340120387133094	0.00681711565129465
ENSGALG00000032529	WDR43	WD repeat domain 43 [Source:NCBI gene;Acc:421295]	3	9215963	9237768	-1	protein_coding	0.178194668811233	6.20147466057777	8.57687857904424	0.00340458512263903	0.00682266346680537
ENSGALG00000032544	ALDH5A1	aldehyde dehydrogenase 5 family member A1 [Source:NCBI gene;Acc:420818]	2	57814628	57824901	-1	protein_coding	-1.00771588523096	4.54981258358874	82.1578273139346	1.25642310995447e-19	8.29955503273962e-19
ENSGALG00000032546	MYEF2	myelin expression factor 2 [Source:NCBI gene;Acc:415432]	10	10503515	10521391	-1	protein_coding	0.385264530262416	5.56448031444209	25.8137563930883	3.75999070365517e-07	1.20780065225123e-06
ENSGALG00000032549	TYW3	tRNA-yW synthesizing protein 3 homolog [Source:NCBI gene;Acc:424720]	8	29988144	29991956	1	protein_coding	1.15036199449491	4.97378032288417	143.793076576539	3.94304511853419e-33	4.13796546212965e-32
ENSGALG00000032554	C1QL3	complement C1q like 3 [Source:NCBI gene;Acc:771966]	2	20120548	20125233	1	protein_coding	1.60212178602386	-0.89597279117154	1.4218566316713	0.233098052224349	0.297087924697506
ENSGALG00000032558	INSC	inscuteable homolog (Drosophila) [Source:NCBI gene;Acc:423067]	5	10855015	10936272	1	protein_coding	2.34249489419362	-0.813510292648496	2.84368932375054	0.0917333714273443	0.133443553159611
ENSGALG00000032563	FBXO34	F-box protein 34 [Source:NCBI gene;Acc:423554]	5	56391533	56427632	-1	protein_coding	-0.101374992942747	4.68188773042395	0.973870226743375	0.32371684856985	0.388711811689444
ENSGALG00000032570	LANCL2	LanC like 2 [Source:NCBI gene;Acc:420779]	2	51744318	51778751	-1	protein_coding	-0.342299472819095	4.51638774944739	9.80748996278691	0.00173802557045632	0.00367283367130626
ENSGALG00000032577	MECOM	MDS1 and EVI1 complex locus [Source:NCBI gene;Acc:424997]	9	20136600	20436791	1	protein_coding	-0.0960627989759922	0.14584673675316	0.0232921437859057	0.878699813915265	0.907329805748023
ENSGALG00000032588	ARPC1B	actin related protein 2/3 complex subunit 1B [Source:NCBI gene;Acc:416490]	14	4766374	4772041	1	protein_coding	-1.74740981233187	4.40661958635609	198.901042269347	3.62787485613328e-45	5.23430348892693e-44
ENSGALG00000032590	NDE1	nudE neurodevelopment protein 1 [Source:NCBI gene;Acc:416597]	14	7952787	7968427	1	protein_coding	0.366827864800371	5.32836168384886	19.9032429288553	8.14620253823465e-06	2.29065614346113e-05
ENSGALG00000032592	FAM237B	uncharacterized LOC107052576 [Source:NCBI gene;Acc:107052576]	2	21707589	21709626	-1	protein_coding	-1.39467193871924	-0.176083156895199	2.93121893355426	0.0868818723483708	0.128197202095276
ENSGALG00000032595	NDUFB2	NADH:ubiquinone oxidoreductase subunit B2 [Source:NCBI gene;Acc:418118]	1	56918175	56918981	1	protein_coding	-0.220397887217626	9.00063848079252	79.1375176276682	5.79336417539114e-19	3.71443130184732e-18
ENSGALG00000032598	MYO1A	myosin IA [Source:NCBI gene;Acc:396072]	33	6846579	6855524	1	protein_coding	-1.32381722454055	1.70305173268621	16.755739148078	4.251347726317e-05	0.000111118402508342
ENSGALG00000032599	ZNF384	zinc finger protein 384 [Source:NCBI gene;Acc:770350]	1	77755770	77781779	-1	protein_coding	-1.26905578463421	2.90528001433353	38.8154669628862	4.65822201404472e-10	1.8754274949053e-09
ENSGALG00000032606		neuropeptide FF-amide peptide precursor [Source:NCBI gene;Acc:107055409]	33	7432548	7433412	-1	protein_coding	3.50108308363804	0.0609621268744205	16.4919886027945	4.88560753901801e-05	0.000126566134755558
ENSGALG00000032618	DUSP5	dual specificity phosphatase 5 [Source:NCBI gene;Acc:423890]	6	26933849	26942958	1	protein_coding	-0.733367704538931	3.43860463822458	20.3812341872169	6.34489480084139e-06	1.80790496323155e-05
ENSGALG00000032619	SYPL2	synaptophysin like 2 [Source:NCBI gene;Acc:100858920]	26	1220863	1226254	1	protein_coding	1.24325935796117	4.64602202381128	132.086060194861	1.43271592337978e-30	1.39680385027841e-29
ENSGALG00000032627	C9orf69	chromosome 9 open reading frame 69 [Source:NCBI gene;Acc:100859101]	17	8389052	8392671	1	protein_coding	0.27836621326189	6.25563745154942	21.6712567484285	3.23603991844872e-06	9.49807600338354e-06
ENSGALG00000032628	SRCIN1	SRC kinase signaling inhibitor 1 [Source:NCBI gene;Acc:426281]	27	6683855	6736329	-1	protein_coding	0.324067679381993	0.186490206977481	0.277016644722376	0.598663313961884	0.658710008159425
ENSGALG00000032632	SLC49A4	disrupted in renal carcinoma 2 [Source:NCBI gene;Acc:424246]	7	26482244	26538765	1	protein_coding	-0.207164667504936	4.21376619741648	2.92001495907035	0.0874870528856707	0.128969782176014
ENSGALG00000032634	CFAP20	cilia and flagella associated protein 20 [Source:NCBI gene;Acc:415627]	11	431054	437662	1	protein_coding	0.26726763970896	7.70521498521606	52.2151915029194	4.97398486159629e-13	2.39009104105387e-12
ENSGALG00000032640	CRIM1	cysteine rich transmembrane BMP regulator 1 [Source:NCBI gene;Acc:395067]	3	32394497	32555854	-1	protein_coding	-0.921467419597268	3.17640715394632	26.1081472357632	3.2281899668596e-07	1.04239144241934e-06
ENSGALG00000032642	SMARCC1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1 [Source:NCBI gene;Acc:420378]	2	830721	889591	1	protein_coding	-0.344954085616645	6.01579160203835	28.0690728579987	1.17061702707538e-07	3.91166831156098e-07
ENSGALG00000032645	H2A-VIII	histone cluster 1, H2A-IV-like 3 (similar to human histone cluster 2, class H2A, member C) [Source:NCBI gene;Acc:417955]	1	48169497	48170081	-1	protein_coding	-1.85284430138643	2.71001621395456	64.746435745499	8.51835629641758e-16	4.74978423264908e-15
ENSGALG00000032647	CLASP2	cytoplasmic linker associated protein 2 [Source:NCBI gene;Acc:420724]	2	44615726	44749055	-1	protein_coding	-0.506358194749656	1.30196418586827	1.93197525518455	0.164542503975193	0.22163865851124
ENSGALG00000032656	TCF7L1	transcription factor 7 like 1 [Source:NCBI gene;Acc:395230]	22	5293801	5307833	1	protein_coding	-0.595529528943468	1.03892787705095	2.11663578670282	0.145706294663027	0.199071090866067
ENSGALG00000032658	FMNL1	formin like 1 [Source:NCBI gene;Acc:419965]	27	3775310	3882647	1	protein_coding	-0.356788312719904	1.03892968953285	0.771356319181678	0.379797790925156	0.446431346490059
ENSGALG00000032659	ZBED4	zinc finger BED-type containing 4 [Source:NCBI gene;Acc:417734]	1	19001040	19019216	1	protein_coding	-0.309913816699579	2.60152113178168	2.03172066599631	0.154046117171097	0.208849361049517
ENSGALG00000032660	IFNGR2	interferon gamma receptor 2 (interferon gamma transducer 1) [Source:NCBI gene;Acc:418502]	1	106645075	106653536	1	protein_coding	0.111299551956396	5.00668369316777	1.47414357702883	0.224693066830988	0.29271409713408
ENSGALG00000032664	UBE2B	ubiquitin conjugating enzyme E2 B [Source:NCBI gene;Acc:100857678]	13	16558683	16567580	-1	protein_coding	-0.338912942059575	6.30128940067049	32.9005098345251	9.69978261416642e-09	3.53887772384346e-08
ENSGALG00000032681		synaptotagmin like 2 [Source:NCBI gene;Acc:426394]	1	191554511	191595817	-1	protein_coding	2.80844834407073	0.660428502188586	23.4225144699141	1.30047548594309e-06	3.98093597370883e-06
ENSGALG00000032683	ADTRP	androgen dependent TFPI regulating protein [Source:NCBI gene;Acc:771464]	2	62886571	62917186	1	protein_coding	-0.443274852069923	-0.591119230678199	0.167634034450082	0.682223133275735	0.734164243819575
ENSGALG00000032685	HECTD4	HECT domain containing E3 ubiquitin protein ligase 4 [Source:NCBI gene;Acc:426582]	15	6603817	6667047	-1	protein_coding	-0.0499709807721001	2.03893219656767	0.0347166966120713	0.852190553814422	0.884059285706578
ENSGALG00000032690	DDX51	DEAD-box helicase 51 [Source:NCBI gene;Acc:416936]	15	8375819	8385478	1	protein_coding	-0.338447051583132	4.94874755930052	12.9672718297602	0.000316983584563383	0.000742967845487373
ENSGALG00000032699	CDK2	cyclin dependent kinase 2 [Source:NCBI gene;Acc:100529062]	33	7088723	7091089	-1	protein_coding	0.830529450066077	1.10402967155576	4.32327911133448	0.0375944102208747	0.061436788496696
ENSGALG00000032702	ITGA3	integrin subunit alpha 3 [Source:NCBI gene;Acc:373946]	27	5594292	5609665	-1	protein_coding	-1.24301644899106	2.73078898598982	32.8676532947077	9.8651145093221e-09	3.59801750169505e-08
ENSGALG00000032713	FOXA1	forkhead box A1 [Source:NCBI gene;Acc:101752179]	5	37377807	37382222	-1	protein_coding	0.774293060664945	-0.735508274906478	0.375982773360998	0.539761068469027	0.604045475965966
ENSGALG00000032717	CCL4	chemokine (C-C motif) ligand 4 [Source:NCBI gene;Acc:395551]	19	539445	570383	-1	protein_coding	-1.64447700721768	2.14582823104417	34.6720215081105	3.90199459982218e-09	1.4599995939597e-08
ENSGALG00000032730	NOP56	NOP56 ribonucleoprotein [Source:NCBI gene;Acc:426574]	4	91041351	91046141	1	protein_coding	-0.580018881002589	7.65033062191738	232.296228186115	1.88184600931181e-52	3.18140653610707e-51
ENSGALG00000032732	WASHC5	KIAA0196 [Source:NCBI gene;Acc:420334]	2	138702353	138724604	-1	protein_coding	-0.724951074860835	1.26448730708584	3.7704050517564	0.0521669985922373	0.0810596022265747
ENSGALG00000032734	RNF139	ring finger protein 139 [Source:NCBI gene;Acc:420338]	2	138468824	138475283	1	protein_coding	-0.538857552341274	4.37187280462398	21.7029994454167	3.18293217554124e-06	9.35454095659728e-06
ENSGALG00000032740	HOXB7	homeobox B7 [Source:NCBI gene;Acc:425962]	27	6207771	6211830	1	protein_coding	-1.10020788409397	3.37847547048977	42.1454971612417	8.47288143714917e-11	3.5755816808364e-10
ENSGALG00000032743	C1orf112	chromosome 8 open reading frame, human C1orf112 [Source:NCBI gene;Acc:424399]	8	5454279	5470362	-1	protein_coding	-1.17176306859265	3.0389035419272	37.0067812004959	1.1771912553383e-09	4.60769722884701e-09
ENSGALG00000032746	ENPP2	ectonucleotide pyrophosphatase/phosphodiesterase 2 [Source:NCBI gene;Acc:420361]	2	136526177	136595461	-1	protein_coding	0.250557439680763	2.19647822285409	0.98432733692129	0.321132786455458	0.387155209334617
ENSGALG00000032750	CELSR2	cadherin EGF LAG seven-pass G-type receptor 2 [Source:NCBI gene;Acc:430126]	26	1165982	1185894	1	protein_coding	0.890967052319018	-0.524003748680892	0.751938376646533	0.38586322234997	0.45168345308266
ENSGALG00000032763	MECR	mitochondrial trans-2-enoyl-CoA reductase [Source:NCBI gene;Acc:419601]	23	2898792	2905063	-1	protein_coding	0.733889431928404	5.11336742365561	67.2346527718728	2.4103991147906e-16	1.37574549784149e-15
ENSGALG00000032768	SOX5	SRY-box 5 [Source:NCBI gene;Acc:418195]	1	65833774	66173568	1	protein_coding	-0.0832287870595675	3.81746257173575	0.357061196982714	0.550142918865632	0.613574276063896
ENSGALG00000032770	VRK2	vaccinia related kinase 2 [Source:NCBI gene;Acc:100857144]	3	899574	945193	1	protein_coding	0.188594565625248	3.70656900052333	1.69484718304586	0.192963234276475	0.255629750874302
ENSGALG00000032776	WDR7	WD repeat domain 7 [Source:NCBI gene;Acc:426855]	Z	479701	592143	-1	protein_coding	3.48278013029207	-0.591117041574807	7.10903491627042	0.00766963899802481	0.0143704187203139
ENSGALG00000032780	TTC13	tetratricopeptide repeat domain 13 [Source:NCBI gene;Acc:421545]	3	40629526	40666062	-1	protein_coding	0.394080160844122	2.24538914327427	2.51678787938041	0.11263981805144	0.157650394565201
ENSGALG00000032783	SUMO3	small ubiquitin-like modifier 3 [Source:NCBI gene;Acc:770553]	9	5334604	5336762	1	protein_coding	0.135147277567089	9.21893117549712	33.9948726268347	5.52574953321093e-09	2.04963113729371e-08
ENSGALG00000032789	TBX18	T-box 18 [Source:NCBI gene;Acc:395104]	3	77240681	77263108	1	protein_coding	2.34249489419362	-0.813510292648496	2.84368932375054	0.0917333714273443	0.133443553159611
ENSGALG00000032803		proto-oncogene Mas-like [Source:NCBI gene;Acc:776507]	5	120674	122219	1	protein_coding	-1.35086336599408	0.145844497408692	4.12649904718331	0.0422166028043575	0.0676585465834626
ENSGALG00000032815	ATP13A1	ATPase 13A1 [Source:NCBI gene;Acc:426090]	30	1094276	1107489	1	protein_coding	-1.51664442012877	1.92344282084091	24.6607605510022	6.8361980536961e-07	2.14274069172486e-06
ENSGALG00000032819	RNF41	ring finger protein 41 [Source:NCBI gene;Acc:426468]	33	6997854	7006369	1	protein_coding	0.526538382621545	3.74790848944879	13.4486866779895	0.000245177752514573	0.000583017810810626
ENSGALG00000032830	SEPT7	septin 7 [Source:NCBI gene;Acc:420741]	2	46848093	46920608	-1	protein_coding	0.0989301156649703	8.73329279542731	13.6385499998573	0.000221588496474562	0.000529868967064279
ENSGALG00000032832	DNAJC16	DnaJ heat shock protein family (Hsp40) member C16 [Source:NCBI gene;Acc:429208]	21	4915877	4924567	-1	protein_coding	-0.456331658662858	2.81097038619805	5.10531167517292	0.0238526932008443	0.0404169625538754
ENSGALG00000032836		monoamine oxidase B [Source:NCBI gene;Acc:418561]	1	112544502	112593382	1	protein_coding	0.046963736522577	-0.176081216144582	0.00373016599181586	0.951299411493202	0.965095504124131
ENSGALG00000032843	AAAS	aladin WD repeat nucleoporin [Source:NCBI gene;Acc:100859661]	33	7355723	7362680	-1	protein_coding	-0.0962238593562721	3.68898945601172	0.435383494103726	0.509359104040319	0.575356485920442
ENSGALG00000032847	HDGF	hepatoma-derived growth factor [Source:NCBI gene;Acc:776936]	25	2617131	2622609	1	protein_coding	-0.774662483494575	9.33429224631147	1151.50053104015	2.11723166485327e-252	2.28661019804153e-250
ENSGALG00000032850	STK3	serine/threonine kinase 3 [Source:NCBI gene;Acc:425375]	2	127559850	127697598	-1	protein_coding	0.389849032250468	5.7547230094083	30.1114283775241	4.07920211071396e-08	1.41936328681833e-07
ENSGALG00000032856	GFRA2	GDNF family receptor alpha 2 [Source:NCBI gene;Acc:395993]	22	1714010	1734922	1	protein_coding	2.34249430254567	-0.813510583212929	2.84368848975505	0.0917334190302571	0.133443553159611
ENSGALG00000032858	RSL24D1	ribosomal L24 domain containing 1 [Source:NCBI gene;Acc:768911]	10	8465873	8475192	1	protein_coding	0.129552957271252	7.49314570887443	10.7173904058288	0.00106133253495504	0.00231995738236194
ENSGALG00000032868	AHCYL2	adenosylhomocysteinase like 2 [Source:NCBI gene;Acc:416675]	1	1354962	1392842	1	protein_coding	-0.720428821108215	1.40887470128802	4.20485313268502	0.0403084647031565	0.0649371993277209
ENSGALG00000032882	EVA1C	eva-1 homolog C [Source:NCBI gene;Acc:418496]	1	106296563	106332939	1	protein_coding	2.15594267347094	-0.459872186720633	4.14061476753539	0.0418659622297826	0.0671935172851196
ENSGALG00000032889	RBFOX3	RNA binding protein, fox-1 homolog 3 [Source:NCBI gene;Acc:100857589]	18	9716580	9743410	1	protein_coding	1.56474956368764	3.29273584587335	76.3720393606056	2.34954517959657e-18	1.4708126380322e-17
ENSGALG00000032893	SHISA4	shisa family member 4 [Source:NCBI gene;Acc:100859291]	26	1135370	1139505	-1	protein_coding	-1.29012708207788	2.2549507616027	24.5982690649366	7.0615135137668e-07	2.21149426596683e-06
ENSGALG00000032915	CHPF	chondroitin polymerizing factor [Source:NCBI gene;Acc:769112]	7	22076940	22080290	1	protein_coding	-1.18364823558691	-0.661508534626119	0.977163981291842	0.322899977885118	0.387773090735278
ENSGALG00000032925	STK40	serine/threonine kinase 40 [Source:NCBI gene;Acc:395120]	23	4144405	4200815	1	protein_coding	-0.266274518699606	3.92644478794868	3.92825372216687	0.0474812249589932	0.0744651270892204
ENSGALG00000032930	NCL	nucleolin [Source:NCBI gene;Acc:396201]	9	15430541	15437975	-1	protein_coding	-0.356446694516102	9.73945240065736	318.397708811633	3.23532302342827e-71	7.45129054091429e-70
ENSGALG00000032937	DLGAP2	DLG associated protein 2 [Source:NCBI gene;Acc:421903]	3	91025897	91114765	-1	protein_coding	0.964093630786319	-0.176080150248922	1.50376536634802	0.220092906557014	0.287192198538443
ENSGALG00000032955	TUFT1	tuftelin 1 [Source:NCBI gene;Acc:101749610]	25	400616	413399	1	protein_coding	-1.56140300377283	2.32942501016336	36.4908168576902	1.53387202422297e-09	5.94936973412004e-09
ENSGALG00000032957	NOCT	nocturnin [Source:NCBI gene;Acc:404779]	4	29195831	29198493	1	protein_coding	0.721739384935409	1.92346148373259	6.45919609371782	0.0110379570997622	0.0201191296702361
ENSGALG00000032975	UBE2QL1	ubiquitin conjugating enzyme E2 Q family like 1 [Source:HGNC Symbol;Acc:HGNC:37269]	2	79827645	79844144	-1	protein_coding	0.708335160437023	3.01658364207355	14.1924704558614	0.000165029564154119	0.000401089987251567
ENSGALG00000032978	UCN3	urocortin 3 [Source:NCBI gene;Acc:769274]	1	1849044	1852908	-1	protein_coding	-2.78576933931865	-0.735509674471754	4.05391163276649	0.0440691180815026	0.0695947181207671
ENSGALG00000032980	DLGAP3	DLG associated protein 3 [Source:NCBI gene;Acc:419638]	23	4578052	4585150	1	protein_coding	-2.33715559136743	0.44282222482573	14.1119958255337	0.000172241835626991	0.000417433154578355
ENSGALG00000032984	MEX3B	mex-3 RNA binding family member B [Source:HGNC Symbol;Acc:HGNC:25297]	10	12210959	12214007	1	protein_coding	-0.612503088985791	3.57877759394116	15.8879350310867	6.72057779683377e-05	0.000171114001858501
ENSGALG00000032986	CFTR	cystic fibrosis transmembrane conductance regulator [Source:NCBI gene;Acc:100049619]	1	24695865	24779958	-1	protein_coding	1.06828249784323	1.22602407863641	7.75813359074581	0.00534711876086373	0.0103158774012917
ENSGALG00000032988	PCMT1L	protein-L-isoaspartate (D-aspartate) O-methyltransferase-like [Source:NCBI gene;Acc:423008]	5	1132931	1136917	1	protein_coding	-0.562065725342038	4.13287424256904	19.9193217123798	8.07797889383672e-06	2.27319598317834e-05
ENSGALG00000032992	NR3C1	nuclear receptor subfamily 3 group C member 1 [Source:NCBI gene;Acc:416343]	13	18099574	18198040	-1	protein_coding	-1.60487100112348	1.16630420135315	15.0773512547372	0.000103194030706312	0.000256520759235088
ENSGALG00000032993	FTSJ3	FtsJ homolog 3 [Source:NCBI gene;Acc:419943]	27	4112494	4119316	-1	protein_coding	-0.846909122916831	5.57772619866658	120.595604151636	4.68535102673054e-28	4.24428703756926e-27
ENSGALG00000032997	EMILIN2	elastin microfibril interfacer 2 [Source:NCBI gene;Acc:421058]	2	101038793	101069808	-1	protein_coding	-1.76487634470992	5.47268867163256	424.564201433272	2.47745892858953e-94	7.98818931061736e-93
ENSGALG00000033001	ATP5J2	ATP synthase, H+ transporting, mitochondrial Fo complex subunit F2 [Source:NCBI gene;Acc:416495]	14	4796009	4797562	-1	protein_coding	-0.189139864402169	9.42100437163148	74.7636113384556	5.30587015608343e-18	3.2826751733188e-17
ENSGALG00000033002	SLC7A3	solute carrier family 7 member 3 [Source:NCBI gene;Acc:422213]	4	2420962	2435623	1	protein_coding	-0.409519174488685	4.76806823722334	16.6791054269712	4.42658771995695e-05	0.000115481617722329
ENSGALG00000033014		RNA/RNP complex-1-interacting phosphatase-like [Source:NCBI gene;Acc:107049068]	22	3807124	3811864	1	protein_coding	-0.339454090293381	3.08264495404448	3.4701468263431	0.0624857640690964	0.0953748133239061
ENSGALG00000033017	C2orf88	chromosome 2 open reading frame 88 [Source:NCBI gene;Acc:100857703]	7	226649	230837	-1	protein_coding	-3.6771809096715	-0.524006169793428	8.10761512775003	0.00440796818205963	0.00860960039134947
ENSGALG00000033033	MEP1A	meprin A subunit alpha [Source:NCBI gene;Acc:422060]	3	109861619	109874229	1	protein_coding	3.48278058720534	-0.591116817171421	7.1090364792986	0.00766963231052107	0.0143704187203139
ENSGALG00000033038	STARD3NL	STARD3 N-terminal like [Source:NCBI gene;Acc:420730]	2	45981247	46001437	-1	protein_coding	0.413726749528646	5.14331329665356	22.2370944379417	2.4097299805103e-06	7.17693073713429e-06
ENSGALG00000033039	ENG	endoglin [Source:NCBI gene;Acc:771557]	17	5255485	5264795	1	protein_coding	-1.49778770726459	5.60506351503514	351.375767797353	2.12592692864467e-78	5.36254221184655e-77
